league,season,team,player,nation,pos,age,born,Playing Time MP,Playing Time Starts,Playing Time Min,Playing Time 90s,Performance Gls,Performance Ast,Performance G+A,Performance G-PK,Performance PK,Performance PKatt,Performance CrdY,Performance CrdR,Expected xG,Expected npxG,Expected xAG,Expected npxG+xAG,Progression PrgC,Progression PrgP,Progression PrgR,Per 90 Minutes Gls,Per 90 Minutes Ast,Per 90 Minutes G+A,Per 90 Minutes G-PK,Per 90 Minutes G+A-PK,Per 90 Minutes xG,Per 90 Minutes xAG,Per 90 Minutes xG+xAG,Per 90 Minutes npxG,Per 90 Minutes npxG+xAG,stat_type,nation_possession,pos_possession,age_possession,born_possession,90s,Touches Touches,Touches Def Pen,Touches Def 3rd,Touches Mid 3rd,Touches Att 3rd,Touches Att Pen,Touches Live,Take-Ons Att,Take-Ons Succ,Take-Ons Succ%,Take-Ons Tkld,Take-Ons Tkld%,Carries Carries,Carries TotDist,Carries PrgDist,Carries PrgC,Carries 1/3,Carries CPA,Carries Mis,Carries Dis,Receiving Rec,Receiving PrgR,stat_type_possession,nation_misc,pos_misc,age_misc,born_misc,90s_misc,Performance CrdY_misc,Performance CrdR_misc,Performance 2CrdY,Performance Fls,Performance Fld,Performance Off,Performance Crs,Performance Int,Performance TklW,Performance PKwon,Performance PKcon,Performance OG,Performance Recov,Aerial Duels Won,Aerial Duels Lost,Aerial Duels Won%,stat_type_misc,nation_defense,pos_defense,age_defense,born_defense,90s_defense,Tackles Tkl,Tackles TklW,Tackles Def 3rd,Tackles Mid 3rd,Tackles Att 3rd,Challenges Tkl,Challenges Att,Challenges Tkl%,Challenges Lost,Blocks Blocks,Blocks Sh,Blocks Pass,Int,Tkl+Int,Clr,Err,stat_type_defense,nation_passing,pos_passing,age_passing,born_passing,90s_passing,Total Cmp,Total Att,Total Cmp%,Total TotDist,Total PrgDist,Short Cmp,Short Att,Short Cmp%,Medium Cmp,Medium Att,Medium Cmp%,Long Cmp,Long Att,Long Cmp%,Ast,xAG,Expected xA,Expected A-xAG,KP,1/3,PPA,CrsPA,PrgP,stat_type_passing,nation_shooting,pos_shooting,age_shooting,born_shooting,90s_shooting,Standard Gls,Standard Sh,Standard SoT,Standard SoT%,Standard Sh/90,Standard SoT/90,Standard G/Sh,Standard G/SoT,Standard Dist,Standard FK,Standard PK,Standard PKatt,Expected xG_shooting,Expected npxG_shooting,Expected npxG/Sh,Expected G-xG,Expected np:G-xG,stat_type_shooting
ESP-La Liga,2024,Valencia,Alberto Marí,ESP,FW,23-274,2001.0,1,0,7,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,ESP,FW,23-274,2001.0,0.1,4,0,0,3,1,0,4,0,0,,0,,2,11,10,0,0,0,0,0,4,2,possession,ESP,FW,23-274,2001.0,0.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,misc,ESP,FW,23-274,2001.0,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,defense,ESP,FW,23-274,2001.0,0.1,2,4,50.0,33,7,1,1,100.0,1,1,100.0,0,1,0.0,0,0.0,0.0,0.0,0,0,0,0,1,passing,ESP,FW,23-274,2001.0,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting
ESP-La Liga,2024,Las Palmas,Alberto Moleiro,ESP,"FW,MF",21-193,2003.0,28,26,2156,24.0,6,0,6,6,0,0,5,0,5.2,5.2,2.6,7.8,73,92,153,0.25,0.0,0.25,0.25,0.25,0.22,0.11,0.32,0.22,0.32,standard,ESP,"FW,MF",21-193,2003.0,24.0,1101,4,122,523,476,79,1101,122,52,42.6,64,52.5,741,4452,2369,73,62,20,59,38,862,153,possession,ESP,"FW,MF",21-193,2003.0,24.0,5,0,0,24,34,2,19,13,11,0,0,0,102,5,17,22.7,misc,ESP,"FW,MF",21-193,2003.0,24.0,25,11,10,14,1,18,46,39.1,28,21,0,21,13,38,8,0,defense,ESP,"FW,MF",21-193,2003.0,24.0,654,800,81.8,9141,2073,408,462,88.3,200,239,83.7,25,45,55.6,0,2.6,2.6,-2.6,33,55,24,3,92,passing,ESP,"FW,MF",21-193,2003.0,24.0,6,58,23,39.7,2.42,0.96,0.1,0.26,18.8,0,0,0,5.2,5.2,0.09,0.8,0.8,shooting
ESP-La Liga,2024,Getafe,Alberto Risco,ESP,"MF,FW",19-224,2005.0,5,0,69,0.8,0,0,0,0,0,0,0,0,0.2,0.2,0.1,0.3,3,3,6,0.0,0.0,0.0,0.0,0.0,0.22,0.19,0.41,0.22,0.41,standard,ESP,"MF,FW",19-224,2005.0,0.8,57,0,7,17,34,5,57,6,1,16.7,5,83.3,32,153,79,3,3,2,5,4,33,6,possession,ESP,"MF,FW",19-224,2005.0,0.8,0,0,0,1,2,0,4,0,4,0,0,0,5,1,3,25.0,misc,ESP,"MF,FW",19-224,2005.0,0.8,4,4,2,0,2,1,6,16.7,5,2,0,2,0,4,0,0,defense,ESP,"MF,FW",19-224,2005.0,0.8,25,34,73.5,340,98,15,18,83.3,6,8,75.0,2,4,50.0,0,0.1,0.2,-0.1,4,1,4,3,3,passing,ESP,"MF,FW",19-224,2005.0,0.8,0,4,1,25.0,5.22,1.3,0.0,0.0,21.1,0,0,0,0.2,0.2,0.04,-0.2,-0.2,shooting
ESP-La Liga,2024,Barcelona,Alejandro Balde,ESP,DF,21-175,2003.0,27,24,2040,22.7,0,4,4,0,0,0,2,0,0.5,0.5,3.4,3.9,96,84,226,0.0,0.18,0.18,0.0,0.18,0.02,0.15,0.17,0.02,0.17,standard,ESP,DF,21-175,2003.0,22.7,1521,35,269,744,533,40,1521,105,42,40.0,43,41.0,954,6067,3151,96,62,12,42,26,1088,226,possession,ESP,DF,21-175,2003.0,22.7,2,0,0,14,35,0,65,5,10,0,0,0,107,14,8,63.6,misc,ESP,DF,21-175,2003.0,22.7,16,10,9,4,3,9,14,64.3,5,23,4,19,5,21,24,0,defense,ESP,DF,21-175,2003.0,22.7,1134,1296,87.5,16850,3556,625,673,92.9,441,486,90.7,39,65,60.0,4,3.4,2.7,0.6,26,46,36,11,84,passing,ESP,DF,21-175,2003.0,22.7,0,12,3,25.0,0.53,0.13,0.0,0.0,22.0,0,0,0,0.5,0.5,0.04,-0.5,-0.5,shooting
ESP-La Liga,2024,Girona,Alejandro Francés,ESP,DF,22-253,2002.0,13,10,890,9.9,0,0,0,0,0,0,1,0,0.2,0.2,0.0,0.2,12,45,14,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.03,0.02,0.03,standard,ESP,DF,22-253,2002.0,9.9,739,41,256,377,113,6,739,10,5,50.0,4,40.0,379,1958,1021,12,8,1,8,1,472,14,possession,ESP,DF,22-253,2002.0,9.9,1,0,0,13,13,1,18,14,18,0,0,0,28,4,9,30.8,misc,ESP,DF,22-253,2002.0,9.9,26,18,13,12,1,21,28,75.0,7,11,4,7,14,40,36,0,defense,ESP,DF,22-253,2002.0,9.9,529,624,84.8,9869,2787,207,225,92.0,262,279,93.9,56,94,59.6,0,0.0,0.4,0.0,2,43,6,3,45,passing,ESP,DF,22-253,2002.0,9.9,0,6,0,0.0,0.61,0.0,0.0,,20.7,0,0,0,0.2,0.2,0.03,-0.2,-0.2,shooting
ESP-La Liga,2024,Espanyol,Alejo Véliz,ARG,FW,21-204,2003.0,22,10,992,11.0,1,0,1,1,0,0,3,0,1.8,1.8,0.5,2.4,1,7,25,0.09,0.0,0.09,0.09,0.09,0.16,0.05,0.21,0.16,0.21,standard,ARG,FW,21-204,2003.0,11.0,282,21,30,177,75,23,282,5,1,20.0,3,60.0,102,343,91,1,3,0,31,11,176,25,possession,ARG,FW,21-204,2003.0,11.0,3,0,0,17,26,5,0,4,1,0,0,0,20,44,50,46.8,misc,ARG,FW,21-204,2003.0,11.0,1,1,0,1,0,1,6,16.7,5,11,2,9,4,5,20,1,defense,ARG,FW,21-204,2003.0,11.0,110,166,66.3,1472,163,70,94,74.5,27,44,61.4,7,9,77.8,0,0.5,0.1,-0.5,2,8,0,0,7,passing,ARG,FW,21-204,2003.0,11.0,1,15,5,33.3,1.36,0.45,0.07,0.2,11.4,0,0,0,1.8,1.8,0.12,-0.8,-0.8,shooting
ESP-La Liga,2024,Alavés,Aleksandar Sedlar,SRB,DF,33-119,1991.0,7,5,426,4.7,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1,6,1,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,standard,SRB,DF,33-119,1991.0,4.7,197,21,96,98,3,2,197,1,0,0.0,1,100.0,95,509,286,1,2,0,0,0,101,1,possession,SRB,DF,33-119,1991.0,4.7,1,1,0,7,4,0,0,7,9,0,0,0,12,8,3,72.7,misc,SRB,DF,33-119,1991.0,4.7,15,9,5,10,0,7,9,77.8,2,2,1,1,7,22,12,1,defense,SRB,DF,33-119,1991.0,4.7,124,157,79.0,2556,986,39,45,86.7,65,79,82.3,19,29,65.5,0,0.0,0.0,0.0,0,6,0,0,6,passing,SRB,DF,33-119,1991.0,4.7,0,1,0,0.0,0.21,0.0,0.0,,11.8,0,0,0,0.0,0.0,0.03,0.0,0.0,shooting
ESP-La Liga,2024,Villarreal,Alex Baena,ESP,MF,23-265,2001.0,27,26,2248,25.0,6,7,13,6,0,1,8,0,6.2,5.4,9.7,15.1,79,168,134,0.24,0.28,0.52,0.24,0.52,0.25,0.39,0.64,0.22,0.6,standard,ESP,MF,23-265,2001.0,25.0,1397,17,182,559,690,75,1396,52,19,36.5,26,50.0,793,4842,2783,79,81,11,37,29,911,134,possession,ESP,MF,23-265,2001.0,25.0,8,0,0,37,38,4,187,21,14,0,0,0,130,15,18,45.5,misc,ESP,MF,23-265,2001.0,25.0,26,14,6,13,7,9,33,27.3,24,28,2,26,21,47,18,2,defense,ESP,MF,23-265,2001.0,25.0,759,1145,66.3,15478,5805,272,343,79.3,359,491,73.1,119,244,48.8,7,9.7,11.2,-2.7,84,87,66,16,168,passing,ESP,MF,23-265,2001.0,25.0,6,58,15,25.9,2.32,0.6,0.1,0.4,21.0,8,0,1,6.2,5.4,0.09,-0.2,0.6,shooting
ESP-La Liga,2024,Espanyol,Alex Král,CZE,MF,26-327,1998.0,29,27,2461,27.3,0,1,1,0,0,0,1,0,1.0,1.0,1.5,2.6,47,73,75,0.0,0.04,0.04,0.0,0.04,0.04,0.06,0.09,0.04,0.09,standard,CZE,MF,26-327,1998.0,27.3,1037,63,233,587,234,42,1037,53,28,52.8,21,39.6,555,3643,1734,47,31,7,46,28,626,75,possession,CZE,MF,26-327,1998.0,27.3,1,0,0,27,22,0,35,23,33,0,0,0,112,33,27,55.0,misc,CZE,MF,26-327,1998.0,27.3,51,33,25,23,3,14,27,51.9,13,27,12,15,23,74,39,0,defense,CZE,MF,26-327,1998.0,27.3,539,758,71.1,9016,2474,265,336,78.9,218,269,81.0,44,93,47.3,1,1.5,1.6,-0.5,12,69,11,4,73,passing,CZE,MF,26-327,1998.0,27.3,0,18,2,11.1,0.66,0.07,0.0,0.0,16.2,0,0,0,1.0,1.0,0.06,-1.0,-1.0,shooting
ESP-La Liga,2024,Athletic Club,Alex Padilla,ESP,GK,21-222,2003.0,5,3,321,3.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,ESP,GK,21-222,2003.0,3.6,134,110,131,3,0,0,134,0,0,,0,,69,383,239,0,0,0,0,0,46,0,possession,ESP,GK,21-222,2003.0,3.6,0,0,0,0,1,0,0,0,0,0,0,1,4,1,0,100.0,misc,ESP,GK,21-222,2003.0,3.6,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,1,defense,ESP,GK,21-222,2003.0,3.6,67,121,55.4,2317,1964,9,9,100.0,25,25,100.0,33,86,38.4,0,0.0,0.0,0.0,0,4,0,0,0,passing,ESP,GK,21-222,2003.0,3.6,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting
ESP-La Liga,2024,Getafe,Alex Sola,ESP,"MF,FW",25-306,1999.0,19,13,1029,11.4,0,1,1,0,0,0,4,0,1.0,1.0,0.7,1.6,24,23,61,0.0,0.09,0.09,0.0,0.09,0.08,0.06,0.14,0.08,0.14,standard,ESP,"MF,FW",25-306,1999.0,11.4,446,8,63,166,225,35,446,61,21,34.4,35,57.4,265,1570,631,24,12,10,54,21,302,61,possession,ESP,"MF,FW",25-306,1999.0,11.4,4,0,0,24,26,7,18,7,14,0,0,0,47,18,28,39.1,misc,ESP,"MF,FW",25-306,1999.0,11.4,21,14,9,12,0,9,25,36.0,16,8,0,8,7,28,11,1,defense,ESP,"MF,FW",25-306,1999.0,11.4,155,242,64.0,2177,529,100,125,80.0,39,59,66.1,9,29,31.0,1,0.7,0.8,0.3,9,12,2,1,23,passing,ESP,"MF,FW",25-306,1999.0,11.4,0,15,2,13.3,1.31,0.17,0.0,0.0,18.6,0,0,0,1.0,1.0,0.06,-1.0,-1.0,shooting
ESP-La Liga,2024,Atlético Madrid,Alexander Sørloth,NOR,FW,29-127,1995.0,27,10,1131,12.6,11,2,13,10,1,1,4,0,9.6,8.8,1.5,10.3,22,23,57,0.88,0.16,1.03,0.8,0.95,0.76,0.12,0.88,0.7,0.82,standard,NOR,FW,29-127,1995.0,12.6,456,22,42,213,206,78,455,29,13,44.8,15,51.7,236,1272,553,22,10,11,51,27,341,57,possession,NOR,FW,29-127,1995.0,12.6,4,0,0,20,12,4,3,1,2,0,0,0,35,76,39,66.1,misc,NOR,FW,29-127,1995.0,12.6,6,2,1,3,2,2,4,50.0,2,4,1,3,1,7,21,0,defense,NOR,FW,29-127,1995.0,12.6,176,279,63.1,2211,430,107,167,64.1,48,70,68.6,4,6,66.7,2,1.5,0.6,0.5,10,12,8,1,23,passing,NOR,FW,29-127,1995.0,12.6,11,47,20,42.6,3.74,1.59,0.21,0.5,12.8,0,1,1,9.6,8.8,0.19,1.4,1.2,shooting
ESP-La Liga,2024,Celta Vigo,Alfon,ESP,"FW,MF",25-342,1999.0,19,9,936,10.4,4,2,6,4,0,0,1,1,3.6,3.6,2.1,5.7,61,16,116,0.38,0.19,0.58,0.38,0.58,0.35,0.2,0.55,0.35,0.55,standard,ESP,"FW,MF",25-342,1999.0,10.4,382,2,29,108,251,77,382,39,17,43.6,18,46.2,255,1992,1205,61,32,30,20,18,296,116,possession,ESP,"FW,MF",25-342,1999.0,10.4,1,1,0,14,21,6,27,4,2,1,0,0,30,3,9,25.0,misc,ESP,"FW,MF",25-342,1999.0,10.4,5,2,1,2,2,2,8,25.0,6,6,0,6,4,9,5,1,defense,ESP,"FW,MF",25-342,1999.0,10.4,188,261,72.0,2707,357,109,123,88.6,60,86,69.8,9,20,45.0,2,2.1,1.6,-0.1,17,5,4,1,16,passing,ESP,"FW,MF",25-342,1999.0,10.4,4,36,12,33.3,3.46,1.15,0.11,0.33,17.2,0,0,0,3.6,3.6,0.1,0.4,0.4,shooting
ESP-La Liga,2024,Rayo Vallecano,Alfonso Espino,URU,DF,33-096,1992.0,10,6,578,6.4,0,0,0,0,0,0,3,0,0.3,0.3,0.0,0.3,7,28,19,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.04,0.04,standard,URU,DF,33-096,1992.0,6.4,429,26,154,178,101,8,429,8,4,50.0,3,37.5,191,769,420,7,8,4,6,7,213,19,possession,URU,DF,33-096,1992.0,6.4,3,0,0,11,11,0,17,10,16,0,0,0,38,10,8,55.6,misc,URU,DF,33-096,1992.0,6.4,30,16,23,5,2,19,35,54.3,16,11,4,7,10,40,19,0,defense,URU,DF,33-096,1992.0,6.4,242,334,72.5,3810,1792,133,144,92.4,94,134,70.1,14,43,32.6,0,0.0,0.3,0.0,1,26,1,1,28,passing,URU,DF,33-096,1992.0,6.4,0,7,2,28.6,1.09,0.31,0.0,0.0,27.0,0,0,0,0.3,0.3,0.04,-0.3,-0.3,shooting
ESP-La Liga,2024,Villarreal,Alfonso Pedraza,ESP,"DF,MF",29-002,1996.0,5,0,81,0.9,0,0,0,0,0,0,0,0,0.1,0.1,0.3,0.4,4,4,14,0.0,0.0,0.0,0.0,0.0,0.08,0.36,0.44,0.08,0.44,standard,ESP,"DF,MF",29-002,1996.0,0.9,65,4,15,20,30,5,65,6,2,33.3,3,50.0,45,209,120,4,2,1,3,0,47,14,possession,ESP,"DF,MF",29-002,1996.0,0.9,0,0,0,1,1,0,10,1,0,0,0,0,4,0,0,,misc,ESP,"DF,MF",29-002,1996.0,0.9,0,0,0,0,0,0,1,0.0,1,1,1,0,1,1,2,0,defense,ESP,"DF,MF",29-002,1996.0,0.9,40,53,75.5,594,196,19,19,100.0,17,22,77.3,1,5,20.0,0,0.3,0.6,-0.3,3,4,4,3,4,passing,ESP,"DF,MF",29-002,1996.0,0.9,0,1,1,100.0,1.11,1.11,0.0,0.0,12.7,0,0,0,0.1,0.1,0.07,-0.1,-0.1,shooting
ESP-La Liga,2024,Getafe,Allan Nyom,CMR,"DF,MF",36-336,1988.0,14,8,654,7.3,1,1,2,1,0,0,4,0,0.5,0.5,0.3,0.7,5,19,17,0.14,0.14,0.28,0.14,0.28,0.07,0.04,0.1,0.07,0.1,standard,CMR,"DF,MF",36-336,1988.0,7.3,344,13,73,178,95,13,344,8,3,37.5,5,62.5,160,669,320,5,9,0,15,3,186,17,possession,CMR,"DF,MF",36-336,1988.0,7.3,4,0,0,18,6,0,15,2,7,0,1,0,23,7,13,35.0,misc,CMR,"DF,MF",36-336,1988.0,7.3,13,7,5,7,1,10,12,83.3,2,4,2,2,2,15,15,0,defense,CMR,"DF,MF",36-336,1988.0,7.3,215,272,79.0,3469,1270,110,121,90.9,87,103,84.5,14,39,35.9,1,0.3,0.3,0.7,4,20,5,4,19,passing,CMR,"DF,MF",36-336,1988.0,7.3,1,8,4,50.0,1.1,0.55,0.13,0.25,16.2,0,0,0,0.5,0.5,0.06,0.5,0.5,shooting
ESP-La Liga,2024,Valladolid,Amath,SEN,"FW,DF",28-269,1996.0,9,5,316,3.5,0,1,1,0,0,0,1,0,0.4,0.4,0.2,0.6,7,11,21,0.0,0.28,0.28,0.0,0.28,0.1,0.06,0.16,0.1,0.16,standard,SEN,"FW,DF",28-269,1996.0,3.5,126,3,18,54,55,10,126,11,4,36.4,7,63.6,81,415,198,7,5,2,10,3,93,21,possession,SEN,"FW,DF",28-269,1996.0,3.5,1,0,0,3,5,2,4,2,0,0,0,0,11,1,4,20.0,misc,SEN,"FW,DF",28-269,1996.0,3.5,1,0,1,0,0,1,6,16.7,5,7,1,6,2,3,3,0,defense,SEN,"FW,DF",28-269,1996.0,3.5,63,83,75.9,981,248,36,40,90.0,18,22,81.8,6,11,54.5,1,0.2,0.1,0.8,4,4,3,1,11,passing,SEN,"FW,DF",28-269,1996.0,3.5,0,5,1,20.0,1.42,0.28,0.0,0.0,13.7,0,0,0,0.4,0.4,0.07,-0.4,-0.4,shooting
ESP-La Liga,2024,Celta Vigo,Anastasios Douvikas,GRE,FW,25-252,1999.0,20,6,700,7.8,3,1,4,3,0,0,2,0,4.4,4.4,0.2,4.7,6,6,43,0.39,0.13,0.51,0.39,0.51,0.57,0.03,0.6,0.57,0.6,standard,GRE,FW,25-252,1999.0,7.8,192,12,18,84,94,32,192,13,4,30.8,7,53.8,120,585,150,6,7,4,23,19,149,43,possession,GRE,FW,25-252,1999.0,7.8,2,0,0,10,27,9,1,3,4,0,0,0,15,14,23,37.8,misc,GRE,FW,25-252,1999.0,7.8,9,4,2,6,1,3,6,50.0,3,5,2,3,3,12,6,0,defense,GRE,FW,25-252,1999.0,7.8,76,107,71.0,1074,147,39,53,73.6,30,37,81.1,2,2,100.0,1,0.2,0.2,0.8,3,2,1,0,6,passing,GRE,FW,25-252,1999.0,7.8,3,17,9,52.9,2.19,1.16,0.18,0.33,11.1,0,0,0,4.4,4.4,0.26,-1.4,-1.4,shooting
ESP-La Liga,2024,Real Sociedad,Ander Barrenetxea,ESP,"MF,FW",23-105,2001.0,24,11,1029,11.4,1,3,4,1,0,0,5,0,1.5,1.5,1.8,3.3,37,43,123,0.09,0.26,0.35,0.09,0.35,0.13,0.16,0.29,0.13,0.29,standard,ESP,"MF,FW",23-105,2001.0,11.4,623,9,92,223,321,54,623,55,22,40.0,32,58.2,401,2533,1053,37,22,17,42,22,441,123,possession,ESP,"MF,FW",23-105,2001.0,11.4,5,0,0,25,10,2,39,10,15,0,1,0,76,7,11,38.9,misc,ESP,"MF,FW",23-105,2001.0,11.4,21,15,7,10,4,5,18,27.8,13,14,0,14,10,31,14,0,defense,ESP,"MF,FW",23-105,2001.0,11.4,312,438,71.2,5221,1236,171,205,83.4,90,130,69.2,39,58,67.2,3,1.8,2.1,1.2,15,22,19,3,43,passing,ESP,"MF,FW",23-105,2001.0,11.4,1,21,7,33.3,1.84,0.61,0.05,0.14,15.2,0,0,0,1.5,1.5,0.07,-0.5,-0.5,shooting
ESP-La Liga,2024,Alavés,Ander Guevara,ESP,MF,27-278,1997.0,26,16,1532,17.0,0,1,1,0,0,0,1,0,0.4,0.4,0.5,1.0,11,91,13,0.0,0.06,0.06,0.0,0.06,0.03,0.03,0.06,0.03,0.06,standard,ESP,MF,27-278,1997.0,17.0,954,52,222,598,139,9,954,14,8,57.1,5,35.7,403,1827,909,11,13,0,14,15,513,13,possession,ESP,MF,27-278,1997.0,17.0,1,0,0,27,15,0,3,10,23,0,0,0,89,23,31,42.6,misc,ESP,MF,27-278,1997.0,17.0,38,23,16,21,1,18,41,43.9,23,18,5,13,10,48,39,1,defense,ESP,MF,27-278,1997.0,17.0,601,781,77.0,10638,3145,253,302,83.8,283,346,81.8,53,86,61.6,1,0.5,0.5,0.5,8,78,7,0,91,passing,ESP,MF,27-278,1997.0,17.0,0,8,2,25.0,0.47,0.12,0.0,0.0,22.3,0,0,0,0.4,0.4,0.05,-0.4,-0.4,shooting
ESP-La Liga,2024,Athletic Club,Ander Herrera,ESP,MF,35-240,1989.0,8,2,273,3.0,0,0,0,0,0,1,2,0,1.7,0.9,0.1,1.1,2,16,5,0.0,0.0,0.0,0.0,0.0,0.57,0.04,0.61,0.31,0.35,standard,ESP,MF,35-240,1989.0,3.0,237,12,37,151,49,6,236,5,2,40.0,1,20.0,116,431,196,2,4,0,3,2,169,5,possession,ESP,MF,35-240,1989.0,3.0,2,0,0,6,3,0,1,2,4,0,0,0,14,3,2,60.0,misc,ESP,MF,35-240,1989.0,3.0,8,4,1,7,0,3,6,50.0,3,1,0,1,2,10,10,0,defense,ESP,MF,35-240,1989.0,3.0,181,200,90.5,2856,628,94,101,93.1,73,82,89.0,10,13,76.9,0,0.1,0.3,-0.1,2,25,1,0,16,passing,ESP,MF,35-240,1989.0,3.0,0,7,3,42.9,2.31,0.99,0.0,0.0,24.2,0,0,1,1.7,0.9,0.16,-1.7,-0.9,shooting
ESP-La Liga,2024,Athletic Club,Andoni Gorosabel,ESP,DF,28-250,1996.0,16,13,1130,12.6,0,2,2,0,0,0,4,0,0.3,0.3,1.6,2.0,14,44,46,0.0,0.16,0.16,0.0,0.16,0.03,0.13,0.16,0.03,0.16,standard,ESP,DF,28-250,1996.0,12.6,844,30,198,438,214,11,844,7,3,42.9,4,57.1,353,1318,550,14,13,2,12,12,457,46,possession,ESP,DF,28-250,1996.0,12.6,4,0,0,19,3,1,36,13,16,0,0,0,47,12,17,41.4,misc,ESP,DF,28-250,1996.0,12.6,31,16,19,7,5,17,28,60.7,11,14,1,13,13,44,40,0,defense,ESP,DF,28-250,1996.0,12.6,599,710,84.4,9079,2679,337,360,93.6,231,276,83.7,22,42,52.4,2,1.6,1.4,0.4,12,52,13,9,44,passing,ESP,DF,28-250,1996.0,12.6,0,2,1,50.0,0.16,0.08,0.0,0.0,22.2,0,0,0,0.3,0.3,0.17,-0.3,-0.3,shooting
ESP-La Liga,2024,Barcelona,Andreas Christensen,DEN,DF,29-001,1996.0,1,0,27,0.3,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,DEN,DF,29-001,1996.0,0.3,18,0,10,8,0,0,18,0,0,,0,,9,24,7,0,0,0,0,0,10,0,possession,DEN,DF,29-001,1996.0,0.3,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,100.0,misc,DEN,DF,29-001,1996.0,0.3,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0,defense,DEN,DF,29-001,1996.0,0.3,14,16,87.5,254,77,4,5,80.0,10,11,90.9,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,passing,DEN,DF,29-001,1996.0,0.3,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting
ESP-La Liga,2024,Rayo Vallecano,Andrei Ratiu,ROU,DF,26-295,1998.0,28,27,2448,27.2,2,3,5,2,0,0,4,0,1.6,1.6,4.9,6.5,95,116,124,0.07,0.11,0.18,0.07,0.18,0.06,0.18,0.24,0.06,0.24,standard,ROU,DF,26-295,1998.0,27.2,1761,69,503,737,547,52,1761,106,58,54.7,42,39.6,948,6105,3119,95,71,24,47,43,1090,124,possession,ROU,DF,26-295,1998.0,27.2,4,0,0,19,17,5,61,23,34,0,0,0,144,15,26,36.6,misc,ROU,DF,26-295,1998.0,27.2,59,34,37,15,7,34,54,63.0,20,32,3,29,23,82,62,2,defense,ROU,DF,26-295,1998.0,27.2,1167,1430,81.6,17816,6228,651,726,89.7,447,530,84.3,50,96,52.1,3,4.9,2.8,-1.9,25,84,14,7,116,passing,ROU,DF,26-295,1998.0,27.2,2,26,7,26.9,0.96,0.26,0.08,0.29,19.1,0,0,0,1.6,1.6,0.06,0.4,0.4,shooting
ESP-La Liga,2024,Real Madrid,Andriy Lunin,UKR,GK,26-059,1999.0,5,5,450,5.0,0,1,1,0,0,0,0,0,0.0,0.0,0.9,0.9,0,0,0,0.0,0.2,0.2,0.0,0.2,0.0,0.19,0.19,0.0,0.19,standard,UKR,GK,26-059,1999.0,5.0,169,143,169,0,0,0,169,0,0,,0,,98,347,177,0,0,0,0,0,91,0,possession,UKR,GK,26-059,1999.0,5.0,0,0,0,0,1,0,0,0,0,0,0,0,12,2,0,100.0,misc,UKR,GK,26-059,1999.0,5.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0,defense,UKR,GK,26-059,1999.0,5.0,143,165,86.7,3544,2225,36,37,97.3,69,69,100.0,37,58,63.8,1,0.9,0.0,0.1,1,1,0,0,0,passing,UKR,GK,26-059,1999.0,5.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting
ESP-La Liga,2024,Valladolid,André Ferreira,POR,GK,28-317,1996.0,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,POR,GK,28-317,1996.0,1.0,35,29,35,0,0,0,35,0,0,,0,,10,44,26,0,0,0,0,0,10,0,possession,POR,GK,28-317,1996.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.0,misc,POR,GK,28-317,1996.0,1.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,1,defense,POR,GK,28-317,1996.0,1.0,22,32,68.8,556,390,5,5,100.0,12,12,100.0,5,15,33.3,0,0.0,0.0,0.0,0,0,0,0,0,passing,POR,GK,28-317,1996.0,1.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting
