league,season,team,player,nation,pos,age,born,Playing Time MP,Playing Time Starts,Playing Time Min,Playing Time 90s,Performance Gls,Performance Ast,Performance G+A,Performance G-PK,Performance PK,Performance PKatt,Performance CrdY,Performance CrdR,Expected xG,Expected npxG,Expected xAG,Expected npxG+xAG,Progression PrgC,Progression PrgP,Progression PrgR,Per 90 Minutes Gls,Per 90 Minutes Ast,Per 90 Minutes G+A,Per 90 Minutes G-PK,Per 90 Minutes G+A-PK,Per 90 Minutes xG,Per 90 Minutes xAG,Per 90 Minutes xG+xAG,Per 90 Minutes npxG,Per 90 Minutes npxG+xAG,stat_type,nation_shooting,pos_shooting,age_shooting,born_shooting,90s,Standard Gls,Standard Sh,Standard SoT,Standard Sh/90,Standard SoT/90,Standard FK,Standard PK,Standard PKatt,Expected xG_shooting,Expected npxG_shooting,Expected G-xG,Expected np:G-xG,stat_type_shooting,nation_misc,pos_misc,age_misc,born_misc,Performance CrdY_misc,Performance CrdR_misc,Performance 2CrdY,Performance Fls,Performance Fld,Performance Off,Performance Crs,Performance Int,Performance TklW,Performance PKwon,Performance PKcon,Performance OG,Performance Recov,Aerial Duels Won,Aerial Duels Lost,stat_type_misc,nation_possession,pos_possession,age_possession,born_possession,Touches Touches,Touches Def Pen,Touches Def 3rd,Touches Mid 3rd,Touches Att 3rd,Touches Att Pen,Touches Live,Take-Ons Att,Take-Ons Succ,Take-Ons Tkld,Carries Carries,Carries TotDist,Carries PrgDist,Carries PrgC,Carries 1/3,Carries CPA,Carries Mis,Carries Dis,Receiving Rec,Receiving PrgR,stat_type_possession,nation_passing,pos_passing,age_passing,born_passing,90s_passing,Total Cmp,Total Att,Total Cmp%,Total TotDist,Total PrgDist,Short Cmp,Short Att,Short Cmp%,Medium Cmp,Medium Att,Medium Cmp%,Long Cmp,Long Att,Ast,xAG,Expected xA,Expected A-xAG,KP,1/3,PPA,CrsPA,PrgP,stat_type_passing,nation_defense,pos_defense,age_defense,born_defense,Tackles Tkl,Tackles TklW,Tackles Def 3rd,Tackles Mid 3rd,Tackles Att 3rd,Challenges Tkl,Challenges Att,Challenges Lost,Blocks Blocks,Blocks Sh,Blocks Pass,Int,Tkl+Int,Clr,Err,stat_type_defense
ITA-Serie A,2020,Torino,Salvatore Sirigu,ITA,GK,33,1987,32,32,2880,32.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,ITA,GK,33,1987,32.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,shooting,ITA,GK,33,1987,0,0,0,1,3,0,0,0,0,0,1,0,42,4,1,misc,ITA,GK,33,1987,1073,884,1066,8,0,0,1073,0,0,0,515,2477,1672,0,0,0,2,0,420,0,possession,ITA,GK,33,1987,32.0,711,1006,70.7,19538,14210,174,175,99.4,273,283,96.5,256,537,0,0.0,0.0,0.0,0,17,0,0,0,passing,ITA,GK,33,1987,1,0,1,0,0,1,2,1,0,0,0,0,1,6,2,defense
ITA-Serie A,2020,Atalanta,Sam Lammers,NED,"FW,MF",23,1997,15,1,291,3.2,2,0,2,2,0,0,0,0,1.3,1.3,0.4,1.7,9,8,44,0.62,0.0,0.62,0.62,0.62,0.4,0.12,0.52,0.4,0.52,standard,NED,"FW,MF",23,1997,3.2,2,9,4,2.78,1.24,0,0,0,1.3,1.3,0.7,0.7,shooting,NED,"FW,MF",23,1997,0,0,0,5,5,2,0,0,0,0,0,0,8,6,6,misc,NED,"FW,MF",23,1997,170,3,7,67,97,26,170,18,13,5,111,538,212,9,5,8,17,13,144,44,possession,NED,"FW,MF",23,1997,3.2,96,122,78.7,1166,181,64,79,81.0,23,27,85.2,1,3,0,0.4,0.2,-0.4,4,5,3,0,8,passing,NED,"FW,MF",23,1997,2,0,0,2,0,0,6,6,0,0,0,0,2,3,0,defense
ITA-Serie A,2020,Inter,Samir Handanović,SVN,GK,36,1984,37,37,3240,36.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,SVN,GK,36,1984,36.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,shooting,SVN,GK,36,1984,1,0,0,0,5,0,0,0,0,0,0,1,33,6,0,misc,SVN,GK,36,1984,1131,1024,1130,2,0,0,1131,0,0,0,653,3012,2005,0,0,0,0,0,620,0,possession,SVN,GK,36,1984,36.0,934,1080,86.5,22303,14189,210,210,100.0,508,515,98.6,215,349,0,0.0,0.0,0.0,0,5,1,0,0,passing,SVN,GK,36,1984,1,0,1,0,0,1,1,0,0,0,0,0,1,6,3,defense
ITA-Serie A,2020,Udinese,Samir Santos,BRA,DF,25,1994,30,24,2216,24.6,1,0,1,1,0,0,6,0,1.3,1.3,0.6,2.0,24,88,23,0.04,0.0,0.04,0.04,0.04,0.05,0.03,0.08,0.05,0.08,standard,BRA,DF,25,1994,24.6,1,11,3,0.45,0.12,0,0,0,1.3,1.3,-0.3,-0.3,shooting,BRA,DF,25,1994,6,0,0,39,36,3,18,58,23,0,0,0,97,49,32,misc,BRA,DF,25,1994,1562,116,642,791,139,22,1562,8,6,2,896,3762,2064,24,24,1,11,14,1038,23,possession,BRA,DF,25,1994,24.6,1132,1317,86.0,18965,7117,527,558,94.4,519,583,89.0,69,131,0,0.6,0.6,-0.6,9,75,5,3,88,passing,BRA,DF,25,1994,40,23,26,12,2,13,29,16,33,17,16,58,98,60,1,defense
ITA-Serie A,2020,Cagliari,Sebastian Walukiewicz,POL,DF,20,2000,19,18,1618,18.0,0,1,1,0,0,0,1,0,0.7,0.7,0.6,1.3,16,39,1,0.0,0.06,0.06,0.0,0.06,0.04,0.03,0.07,0.04,0.07,standard,POL,DF,20,2000,18.0,0,3,1,0.17,0.06,0,0,0,0.7,0.7,-0.7,-0.7,shooting,POL,DF,20,2000,1,0,0,17,4,0,2,36,19,0,0,0,68,16,19,misc,POL,DF,20,2000,999,132,549,427,29,7,999,10,7,3,593,3333,2102,16,10,2,10,5,659,1,possession,POL,DF,20,2000,18.0,702,823,85.3,12995,5065,255,285,89.5,377,425,88.7,60,92,1,0.6,0.2,0.4,2,26,2,0,39,passing,POL,DF,20,2000,27,19,11,13,3,12,30,18,22,14,8,36,63,60,0,defense
ITA-Serie A,2020,Crotone,Sebastiano Luperto,ITA,DF,23,1996,23,22,1879,20.9,0,0,0,0,0,0,5,1,0.3,0.3,0.2,0.5,14,69,3,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.02,0.01,0.02,standard,ITA,DF,23,1996,20.9,0,5,1,0.24,0.05,0,0,0,0.3,0.3,-0.3,-0.3,shooting,ITA,DF,23,1996,5,1,1,28,19,0,1,27,20,0,0,0,113,26,22,misc,ITA,DF,23,1996,1197,177,665,496,45,11,1197,5,5,0,673,2983,1661,14,7,0,11,2,758,3,possession,ITA,DF,23,1996,20.9,836,1024,81.6,15124,6124,328,350,93.7,446,505,88.3,56,139,0,0.2,0.2,-0.2,6,49,0,0,69,passing,ITA,DF,23,1996,38,20,28,8,2,16,27,11,17,7,10,27,65,74,1,defense
ITA-Serie A,2020,Udinese,Sebastien De Maio,FRA,DF,33,1987,15,9,853,9.5,0,0,0,0,0,0,1,0,0.4,0.4,0.0,0.4,3,17,2,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.04,0.04,standard,FRA,DF,33,1987,9.5,0,6,1,0.63,0.11,0,0,0,0.4,0.4,-0.4,-0.4,shooting,FRA,DF,33,1987,1,0,0,11,3,3,1,18,10,0,0,0,61,25,18,misc,FRA,DF,33,1987,471,62,229,233,13,7,471,0,0,0,240,1176,472,3,2,1,5,2,237,2,possession,FRA,DF,33,1987,9.5,310,368,84.2,5849,2117,106,117,90.6,166,183,90.7,31,54,0,0.0,0.2,0.0,0,6,1,0,17,passing,FRA,DF,33,1987,15,10,6,9,0,4,5,1,16,9,7,18,33,41,0,defense
ITA-Serie A,2020,Lazio,Senad Lulić,BIH,DF,34,1986,16,8,718,8.0,0,0,0,0,0,0,1,0,0.4,0.4,0.3,0.7,16,24,44,0.0,0.0,0.0,0.0,0.0,0.05,0.04,0.09,0.05,0.09,standard,BIH,DF,34,1986,8.0,0,6,3,0.75,0.38,0,0,0,0.4,0.4,-0.4,-0.4,shooting,BIH,DF,34,1986,1,0,0,13,3,2,23,4,7,0,0,0,53,9,4,misc,BIH,DF,34,1986,420,16,111,169,144,22,420,9,5,4,201,1198,562,16,17,3,12,9,248,44,possession,BIH,DF,34,1986,8.0,242,346,69.9,4026,1220,115,143,80.4,97,126,77.0,23,49,0,0.3,0.7,-0.3,4,13,8,4,24,passing,BIH,DF,34,1986,14,7,6,5,3,7,15,8,10,1,9,4,18,13,0,defense
ITA-Serie A,2020,Lazio,Sergej Milinković-Savić,SRB,MF,25,1995,32,32,2746,30.5,8,9,17,8,0,0,4,0,6.9,6.9,6.4,13.4,59,203,132,0.26,0.29,0.56,0.26,0.56,0.23,0.21,0.44,0.23,0.44,standard,SRB,MF,25,1995,30.5,8,63,21,2.06,0.69,11,0,0,6.9,6.9,1.1,1.1,shooting,SRB,MF,25,1995,4,0,0,56,50,9,57,33,40,2,2,0,212,99,85,misc,SRB,MF,25,1995,2222,83,408,1189,654,78,2222,43,30,13,1253,6084,2829,59,51,11,80,46,1693,132,possession,SRB,MF,25,1995,30.5,1401,1823,76.9,24735,7013,661,793,83.4,519,631,82.3,176,279,9,6.4,4.6,2.6,42,144,60,15,203,passing,SRB,MF,25,1995,59,40,20,30,9,27,84,57,52,12,40,33,92,47,0,defense
ITA-Serie A,2020,Crotone,Simeon Nwankwo,NGA,FW,28,1992,38,31,2943,32.7,20,2,22,12,8,8,1,0,19.1,12.8,1.1,14.0,22,50,175,0.61,0.06,0.67,0.37,0.43,0.59,0.03,0.62,0.39,0.43,standard,NGA,FW,28,1992,32.7,20,55,24,1.68,0.73,0,8,8,19.1,12.8,0.9,-0.8,shooting,NGA,FW,28,1992,1,0,0,50,44,23,3,6,2,0,0,0,64,61,98,misc,NGA,FW,28,1992,1078,64,104,597,381,121,1070,57,36,21,529,1863,623,22,12,10,122,74,745,175,possession,NGA,FW,28,1992,32.7,534,698,76.5,7483,1066,324,392,82.7,159,194,82.0,21,33,2,1.1,1.0,0.9,27,29,5,0,50,passing,NGA,FW,28,1992,9,2,2,6,1,3,22,19,21,5,16,6,15,51,0,defense
ITA-Serie A,2020,Milan,Simon Kjær,DEN,DF,31,1989,28,28,2393,26.6,0,2,2,0,0,0,3,0,1.6,1.6,1.2,2.8,8,73,1,0.0,0.08,0.08,0.0,0.08,0.06,0.05,0.1,0.06,0.1,standard,DEN,DF,31,1989,26.6,0,16,2,0.6,0.08,1,0,0,1.6,1.6,-1.6,-1.6,shooting,DEN,DF,31,1989,3,0,0,26,10,1,3,42,26,0,0,0,126,54,43,misc,DEN,DF,31,1989,1781,261,942,809,40,20,1781,0,0,0,962,4211,2388,8,4,2,10,0,1160,1,possession,DEN,DF,31,1989,26.6,1303,1489,87.5,26908,9646,382,416,91.8,721,762,94.6,185,273,2,1.2,0.6,0.8,7,72,2,0,73,passing,DEN,DF,31,1989,45,26,23,20,2,18,30,12,42,26,16,42,87,125,0,defense
ITA-Serie A,2020,Parma,Simon Sohm,SUI,MF,19,2001,18,8,899,10.0,1,0,1,1,0,0,1,0,0.6,0.6,0.2,0.8,13,33,18,0.1,0.0,0.1,0.1,0.1,0.06,0.02,0.08,0.06,0.08,standard,SUI,MF,19,2001,10.0,1,5,1,0.5,0.1,0,0,0,0.6,0.6,0.4,0.4,shooting,SUI,MF,19,2001,1,0,0,8,4,2,4,5,12,0,0,0,47,9,7,misc,SUI,MF,19,2001,502,12,127,298,81,5,502,11,7,4,287,1248,695,13,11,2,12,14,374,18,possession,SUI,MF,19,2001,10.0,354,424,83.5,5966,1323,150,173,86.7,165,185,89.2,26,42,0,0.2,0.3,-0.2,4,31,2,0,33,passing,SUI,MF,19,2001,18,12,11,6,1,11,26,15,8,0,8,5,23,7,0,defense
ITA-Serie A,2020,Udinese,Stefano Okaka,ITA,FW,30,1989,22,17,1489,16.5,4,1,5,4,0,0,2,0,3.8,3.8,0.6,4.5,15,22,110,0.24,0.06,0.3,0.24,0.3,0.23,0.04,0.27,0.23,0.27,standard,ITA,FW,30,1989,16.5,4,24,9,1.45,0.54,0,0,0,3.8,3.8,0.2,0.2,shooting,ITA,FW,30,1989,2,0,0,38,35,13,4,2,7,0,0,0,36,44,49,misc,ITA,FW,30,1989,481,24,52,246,190,62,481,27,17,10,268,1286,357,15,10,5,51,23,346,110,possession,ITA,FW,30,1989,16.5,239,307,77.9,3008,422,147,184,79.9,66,78,84.6,3,5,1,0.6,0.7,0.4,9,8,6,0,22,passing,ITA,FW,30,1989,10,7,2,5,3,2,10,8,7,1,6,2,12,19,0,defense
ITA-Serie A,2020,Inter,Stefano Sensi,ITA,MF,24,1995,18,4,603,6.7,0,0,0,0,0,0,1,1,1.1,1.1,0.9,2.0,12,58,40,0.0,0.0,0.0,0.0,0.0,0.17,0.14,0.3,0.17,0.3,standard,ITA,MF,24,1995,6.7,0,18,7,2.69,1.04,1,0,0,1.1,1.1,-1.1,-1.1,shooting,ITA,MF,24,1995,1,1,0,10,14,0,34,7,6,0,0,0,49,2,2,misc,ITA,MF,24,1995,504,6,78,226,207,13,504,14,7,7,298,1530,741,12,13,2,15,5,380,40,possession,ITA,MF,24,1995,6.7,354,432,81.9,5867,1586,174,190,91.6,134,160,83.8,33,57,0,0.9,1.1,-0.9,11,40,11,2,58,passing,ITA,MF,24,1995,9,6,3,5,1,4,11,7,6,1,5,7,16,1,0,defense
ITA-Serie A,2020,Genoa,Stefano Sturaro,ITA,MF,27,1993,6,6,445,4.9,1,0,1,1,0,0,1,0,0.6,0.6,0.3,1.0,2,24,12,0.2,0.0,0.2,0.2,0.2,0.13,0.07,0.2,0.13,0.2,standard,ITA,MF,27,1993,4.9,1,5,2,1.01,0.4,2,0,0,0.6,0.6,0.4,0.4,shooting,ITA,MF,27,1993,1,0,0,14,12,2,22,7,5,0,0,0,33,7,12,misc,ITA,MF,27,1993,295,3,45,172,79,4,295,8,5,3,131,532,196,2,6,0,16,8,175,12,possession,ITA,MF,27,1993,4.9,165,236,69.9,3031,705,69,89,77.5,70,88,79.5,21,41,0,0.3,0.3,-0.3,4,9,2,1,24,passing,ITA,MF,27,1993,11,5,3,6,2,3,15,12,5,0,5,7,18,2,0,defense
ITA-Serie A,2020,Hellas Verona,Stefano Sturaro,ITA,MF,27,1993,10,4,423,4.7,0,0,0,0,0,0,5,0,0.0,0.0,0.0,0.0,3,11,11,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,standard,ITA,MF,27,1993,4.7,0,1,0,0.21,0.0,0,0,0,0.0,0.0,0.0,0.0,shooting,ITA,MF,27,1993,5,0,0,17,6,0,5,5,3,0,0,0,16,7,8,misc,ITA,MF,27,1993,224,10,57,125,44,4,224,3,1,2,118,418,190,3,3,0,4,6,135,11,possession,ITA,MF,27,1993,4.7,137,183,74.9,2385,565,65,81,80.2,54,67,80.6,14,21,0,0.0,0.1,0.0,0,10,3,1,11,passing,ITA,MF,27,1993,4,3,3,0,1,2,8,6,5,1,4,5,9,10,0,defense
ITA-Serie A,2020,Crotone,Samuel Di Carmine,ITA,FW,31,1988,11,6,475,5.3,0,0,0,0,0,0,1,0,0.5,0.5,0.0,0.5,5,10,21,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.1,0.1,standard,ITA,FW,31,1988,5.3,0,6,1,1.14,0.19,0,0,0,0.5,0.5,-0.5,-0.5,shooting,ITA,FW,31,1988,1,0,0,5,15,0,3,0,2,1,0,0,12,15,15,misc,ITA,FW,31,1988,140,5,13,78,49,9,140,2,0,2,81,308,88,5,3,1,8,5,114,21,possession,ITA,FW,31,1988,5.3,74,97,76.3,1058,116,37,44,84.1,23,32,71.9,5,6,0,0.0,0.1,0.0,0,3,3,0,10,passing,ITA,FW,31,1988,2,2,1,0,1,1,3,2,2,0,2,0,2,5,0,defense
ITA-Serie A,2020,Hellas Verona,Samuel Di Carmine,ITA,FW,31,1988,11,6,500,5.6,0,0,0,0,0,0,1,0,1.4,1.4,0.1,1.5,10,7,44,0.0,0.0,0.0,0.0,0.0,0.3,0.03,0.33,0.3,0.33,standard,ITA,FW,31,1988,5.6,0,9,2,1.62,0.36,0,0,0,1.4,1.4,-1.4,-1.4,shooting,ITA,FW,31,1988,1,0,0,16,20,6,11,0,2,0,0,0,12,25,21,misc,ITA,FW,31,1988,169,5,10,80,80,22,169,3,2,1,95,520,174,10,4,3,14,13,154,44,possession,ITA,FW,31,1988,5.6,81,134,60.4,928,95,51,74,68.9,21,39,53.8,2,2,0,0.1,0.1,-0.1,4,4,2,0,7,passing,ITA,FW,31,1988,1,2,0,1,0,0,3,3,1,0,1,0,1,5,0,defense
ITA-Serie A,2020,Milan,Sandro Tonali,ITA,MF,20,2000,25,17,1330,14.8,0,0,0,0,0,0,1,1,0.4,0.4,1.3,1.7,22,84,15,0.0,0.0,0.0,0.0,0.0,0.03,0.09,0.12,0.03,0.12,standard,ITA,MF,20,2000,14.8,0,10,3,0.68,0.2,1,0,0,0.4,0.4,-0.4,-0.4,shooting,ITA,MF,20,2000,1,1,0,18,17,0,26,22,19,0,0,0,99,6,9,misc,ITA,MF,20,2000,907,37,238,490,190,9,907,14,6,8,467,2459,1299,22,23,3,15,8,590,15,possession,ITA,MF,20,2000,14.8,630,772,81.6,10959,3255,282,326,86.5,267,304,87.8,64,98,0,1.3,1.6,-1.3,16,66,14,1,84,passing,ITA,MF,20,2000,28,19,14,13,1,13,28,15,18,5,13,22,50,18,0,defense
ITA-Serie A,2020,Torino,Saša Lukić,SRB,MF,23,1996,32,24,2106,23.4,3,0,3,3,0,0,4,0,1.8,1.8,1.2,3.0,54,72,83,0.13,0.0,0.13,0.13,0.13,0.08,0.05,0.13,0.08,0.13,standard,SRB,MF,23,1996,23.4,3,19,7,0.81,0.3,0,0,0,1.8,1.8,1.2,1.2,shooting,SRB,MF,23,1996,4,0,0,45,37,1,35,17,13,1,0,0,101,23,55,misc,SRB,MF,23,1996,1019,20,155,557,325,40,1019,37,23,14,607,3868,1854,54,38,7,36,21,698,83,possession,SRB,MF,23,1996,23.4,632,804,78.6,9388,2372,354,409,86.6,202,246,82.1,43,64,0,1.2,1.5,-1.2,23,62,21,8,72,passing,SRB,MF,23,1996,32,13,11,18,3,15,50,35,23,5,18,17,49,17,0,defense
ITA-Serie A,2020,Benevento,Siriki Sanogo,CIV,MF,18,2001,1,0,10,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,CIV,MF,18,2001,0.1,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,shooting,CIV,MF,18,2001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,misc,CIV,MF,18,2001,8,0,1,6,1,0,8,0,0,0,3,13,0,0,0,0,0,0,5,0,possession,CIV,MF,18,2001,0.1,8,8,100.0,105,4,4,4,100.0,2,2,100.0,1,1,0,0.0,0.0,0.0,0,0,0,0,0,passing,CIV,MF,18,2001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,defense
ITA-Serie A,2020,Fiorentina,Sofyan Amrabat,MAR,MF,23,1996,31,28,2441,27.1,0,0,0,0,0,0,7,0,0.4,0.4,0.6,1.1,38,151,46,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.04,0.02,0.04,standard,MAR,MF,23,1996,27.1,0,10,3,0.37,0.11,0,0,0,0.4,0.4,-0.4,-0.4,shooting,MAR,MF,23,1996,7,0,0,59,44,0,16,23,22,0,0,0,188,18,26,misc,MAR,MF,23,1996,1603,33,270,1091,266,12,1603,71,47,24,1051,6212,2510,38,33,3,33,48,1143,46,possession,MAR,MF,23,1996,27.1,1210,1378,87.8,23407,5627,469,531,88.3,540,582,92.8,179,204,0,0.6,0.9,-0.6,13,143,11,4,151,passing,MAR,MF,23,1996,39,22,11,24,4,18,48,30,30,5,25,23,62,12,0,defense
ITA-Serie A,2020,Milan,Soualiho Meïté,FRA,MF,26,1994,16,4,588,6.5,0,0,0,0,0,0,2,0,0.3,0.3,0.5,0.8,12,28,11,0.0,0.0,0.0,0.0,0.0,0.05,0.08,0.13,0.05,0.13,standard,FRA,MF,26,1994,6.5,0,7,3,1.07,0.46,0,0,0,0.3,0.3,-0.3,-0.3,shooting,FRA,MF,26,1994,2,0,0,13,14,2,1,8,10,0,0,0,62,12,8,misc,FRA,MF,26,1994,381,22,91,219,78,7,381,12,9,3,181,941,520,12,8,1,6,11,223,11,possession,FRA,MF,26,1994,6.5,243,289,84.1,3973,940,116,138,84.1,93,104,89.4,21,25,0,0.5,0.4,-0.5,5,31,4,0,28,passing,FRA,MF,26,1994,18,10,10,6,2,8,17,9,9,2,7,8,26,16,0,defense
ITA-Serie A,2020,Torino,Soualiho Meïté,FRA,MF,26,1994,14,11,920,10.2,1,1,2,1,0,0,0,0,0.7,0.7,0.3,1.0,11,35,22,0.1,0.1,0.2,0.1,0.2,0.07,0.03,0.1,0.07,0.1,standard,FRA,MF,26,1994,10.2,1,8,4,0.78,0.39,0,0,0,0.7,0.7,0.3,0.3,shooting,FRA,MF,26,1994,0,0,0,11,9,1,2,10,7,0,0,0,57,6,10,misc,FRA,MF,26,1994,486,12,117,266,113,10,486,33,23,10,271,1228,568,11,12,1,16,21,344,22,possession,FRA,MF,26,1994,10.2,315,380,82.9,5144,1033,171,189,90.5,101,115,87.8,33,46,1,0.3,0.2,0.7,7,19,4,0,35,passing,FRA,MF,26,1994,11,7,6,4,1,5,16,11,18,1,17,10,21,9,1,defense
ITA-Serie A,2020,Napoli,Stanislav Lobotka,SVK,MF,25,1994,15,0,154,1.7,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,3,7,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,SVK,MF,25,1994,1.7,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,shooting,SVK,MF,25,1994,2,0,0,5,2,0,0,0,1,0,0,0,10,2,4,misc,SVK,MF,25,1994,136,1,27,99,12,0,136,3,2,1,89,496,203,3,2,0,0,1,110,1,possession,SVK,MF,25,1994,1.7,117,129,90.7,1841,362,58,62,93.5,43,46,93.5,10,13,0,0.0,0.0,0.0,0,5,1,0,7,passing,SVK,MF,25,1994,1,1,0,1,0,0,1,1,1,1,0,0,1,1,1,defense
ITA-Serie A,2020,Genoa,Steeve-Mike Ebongue,FRA,MF,19,2001,3,0,52,0.6,0,1,1,0,0,0,0,0,0.0,0.0,0.4,0.4,1,1,0,0.0,1.73,1.73,0.0,1.73,0.0,0.69,0.69,0.0,0.69,standard,FRA,MF,19,2001,0.6,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,shooting,FRA,MF,19,2001,0,0,0,0,0,0,0,0,1,0,0,0,9,0,0,misc,FRA,MF,19,2001,33,1,14,14,6,0,33,0,0,0,19,60,26,1,0,0,2,1,16,0,possession,FRA,MF,19,2001,0.6,20,27,74.1,198,54,15,18,83.3,1,1,100.0,1,1,1,0.4,0.0,0.6,2,1,0,0,1,passing,FRA,MF,19,2001,2,1,1,0,1,0,3,3,1,0,1,0,2,0,0,defense
ITA-Serie A,2020,Inter,Stefan de Vrij,NED,DF,28,1992,32,30,2734,30.4,1,0,1,1,0,0,2,0,1.2,1.2,0.5,1.7,19,94,2,0.03,0.0,0.03,0.03,0.03,0.04,0.01,0.05,0.04,0.05,standard,NED,DF,28,1992,30.4,1,12,4,0.4,0.13,0,0,0,1.2,1.2,-0.2,-0.2,shooting,NED,DF,28,1992,2,0,0,19,10,0,2,41,16,0,0,0,147,64,40,misc,NED,DF,28,1992,2193,223,1048,1109,45,18,2193,6,5,1,1313,7907,4705,19,9,1,6,2,1618,2,possession,NED,DF,28,1992,30.4,1842,1967,93.6,37123,10864,475,520,91.3,1183,1212,97.6,171,210,0,0.5,0.5,-0.5,6,67,4,1,94,passing,NED,DF,28,1992,28,16,15,12,1,15,24,9,24,18,6,41,69,95,0,defense
ITA-Serie A,2020,Bologna,Stefano Denswil,SUR,DF,27,1993,5,1,115,1.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,6,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,SUR,DF,27,1993,1.3,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,shooting,SUR,DF,27,1993,0,0,0,0,2,0,0,1,1,0,0,0,6,3,1,misc,SUR,DF,27,1993,89,2,38,36,15,0,89,0,0,0,49,151,92,1,1,0,0,0,58,1,possession,SUR,DF,27,1993,1.3,64,82,78.0,1314,454,19,24,79.2,35,37,94.6,9,14,0,0.0,0.0,0.0,0,6,1,0,6,passing,SUR,DF,27,1993,2,1,1,1,0,0,1,1,1,0,1,1,3,1,0,defense
ITA-Serie A,2020,Parma,Yann Karamoh,FRA,"FW,MF",22,1998,24,16,1294,14.4,2,1,3,2,0,0,3,0,4.2,4.2,1.8,6.0,45,33,116,0.14,0.07,0.21,0.14,0.21,0.29,0.12,0.41,0.29,0.41,standard,FRA,"FW,MF",22,1998,14.4,2,22,10,1.53,0.7,0,0,0,4.2,4.2,-2.2,-2.2,shooting,FRA,"FW,MF",22,1998,3,0,0,14,13,7,21,4,17,1,0,0,69,8,13,misc,FRA,"FW,MF",22,1998,522,12,74,215,254,48,522,55,38,17,348,2636,1437,45,43,13,44,22,371,116,possession,FRA,"FW,MF",22,1998,14.4,275,364,75.5,4007,806,158,188,84.0,78,101,77.2,21,29,1,1.8,1.3,-0.8,15,21,14,3,33,passing,FRA,"FW,MF",22,1998,27,17,8,12,7,11,31,20,6,0,6,4,31,11,0,defense
ITA-Serie A,2020,Parma,Simone Colombi,ITA,GK,29,1991,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,ITA,GK,29,1991,2.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,shooting,ITA,GK,29,1991,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,misc,ITA,GK,29,1991,58,50,57,1,0,0,58,0,0,0,28,112,86,0,0,0,0,0,22,0,possession,ITA,GK,29,1991,2.0,38,52,73.1,1288,1156,10,10,100.0,8,9,88.9,19,32,0,0.0,0.0,0.0,0,0,0,0,0,passing,ITA,GK,29,1991,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,defense
ITA-Serie A,2020,Torino,Simone Edera,ITA,"DF,MF",23,1997,2,0,52,0.6,0,0,0,0,0,0,0,0,0.1,0.1,0.3,0.4,1,1,2,0.0,0.0,0.0,0.0,0.0,0.25,0.52,0.77,0.25,0.77,standard,ITA,"DF,MF",23,1997,0.6,0,3,1,5.19,1.73,2,0,0,0.1,0.1,-0.1,-0.1,shooting,ITA,"DF,MF",23,1997,0,0,0,1,1,0,5,1,1,0,0,0,3,0,0,misc,ITA,"DF,MF",23,1997,34,2,9,14,11,0,34,2,2,0,11,64,41,1,1,0,2,0,14,2,possession,ITA,"DF,MF",23,1997,0.6,17,22,77.3,331,82,8,10,80.0,6,6,100.0,3,4,0,0.3,0.2,-0.3,3,1,0,0,1,passing,ITA,"DF,MF",23,1997,3,1,2,1,0,3,4,1,0,0,0,1,4,1,0,defense
