league,season,team,player,nation,pos,age,born,Playing Time MP,Playing Time Starts,Playing Time Min,Playing Time 90s,Performance Gls,Performance Ast,Performance G+A,Performance G-PK,Performance PK,Performance PKatt,Performance CrdY,Performance CrdR,Expected xG,Expected npxG,Expected xAG,Expected npxG+xAG,Progression PrgC,Progression PrgP,Progression PrgR,Per 90 Minutes Gls,Per 90 Minutes Ast,Per 90 Minutes G+A,Per 90 Minutes G-PK,Per 90 Minutes G+A-PK,Per 90 Minutes xG,Per 90 Minutes xAG,Per 90 Minutes xG+xAG,Per 90 Minutes npxG,Per 90 Minutes npxG+xAG,stat_type,nation_defense,pos_defense,age_defense,born_defense,90s,Tackles Tkl,Tackles TklW,Tackles Def 3rd,Tackles Mid 3rd,Tackles Att 3rd,Challenges Tkl,Challenges Att,Challenges Tkl%,Challenges Lost,Blocks Blocks,Blocks Sh,Blocks Pass,Int,Tkl+Int,Clr,Err,stat_type_defense,nation_passing,pos_passing,age_passing,born_passing,90s_passing,Total Cmp,Total Att,Total Cmp%,Total TotDist,Total PrgDist,Short Cmp,Short Att,Short Cmp%,Medium Cmp,Medium Att,Medium Cmp%,Long Cmp,Long Att,Long Cmp%,Ast,xAG,Expected xA,Expected A-xAG,KP,1/3,PPA,CrsPA,PrgP,stat_type_passing,nation_misc,pos_misc,age_misc,born_misc,90s_misc,Performance CrdY_misc,Performance CrdR_misc,Performance 2CrdY,Performance Fls,Performance Fld,Performance Off,Performance Crs,Performance Int,Performance TklW,Performance PKwon,Performance PKcon,Performance OG,Performance Recov,Aerial Duels Won,Aerial Duels Lost,Aerial Duels Won%,stat_type_misc,nation_possession,pos_possession,age_possession,born_possession,90s_possession,Touches Touches,Touches Def Pen,Touches Def 3rd,Touches Mid 3rd,Touches Att 3rd,Touches Att Pen,Touches Live,Take-Ons Att,Take-Ons Succ,Take-Ons Succ%,Take-Ons Tkld,Take-Ons Tkld%,Carries Carries,Carries TotDist,Carries PrgDist,Carries PrgC,Carries 1/3,Carries CPA,Carries Mis,Carries Dis,Receiving Rec,Receiving PrgR,stat_type_possession,nation_shooting,pos_shooting,age_shooting,born_shooting,90s_shooting,Standard Gls,Standard Sh,Standard SoT,Standard SoT%,Standard Sh/90,Standard SoT/90,Standard G/Sh,Standard G/SoT,Standard Dist,Standard FK,Standard PK,Standard PKatt,Expected xG_shooting,Expected npxG_shooting,Expected npxG/Sh,Expected G-xG,Expected np:G-xG,stat_type_shooting
ITA-Serie A,2022,Juventus,Federico Gatti,ITA,DF,24,1998,18,16,1448,16.1,0,0,0,0,0,0,4,0,0.6,0.6,1.5,2.0,18,56,13,0.0,0.0,0.0,0.0,0.0,0.03,0.09,0.13,0.03,0.13,standard,ITA,DF,24,1998,16.1,15,11,9,4,2,9,15,60.0,6,20,14,6,21,36,54,2,defense,ITA,DF,24,1998,16.1,808,957,84.4,16192,5297,287,307,93.5,404,443,91.2,111,181,61.3,0,1.5,1.1,-1.5,6,47,3,0,56,passing,ITA,DF,24,1998,16.1,4,0,0,16,13,0,3,21,11,0,0,0,97,32,26,55.2,misc,ITA,DF,24,1998,16.1,1116,100,527,532,71,23,1116,11,8,72.7,2,18.2,721,3952,2208,18,14,1,8,6,806,13,possession,ITA,DF,24,1998,16.1,0,13,4,30.8,0.81,0.25,0.0,0.0,15.5,0,0,0,0.6,0.6,0.04,-0.6,-0.6,shooting
ITA-Serie A,2022,Spezia,Federico Marchetti,ITA,GK,39,1983,1,0,66,0.7,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,ITA,GK,39,1983,0.7,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,defense,ITA,GK,39,1983,0.7,14,18,77.8,316,175,6,6,100.0,4,4,100.0,4,8,50.0,0,0.0,0.0,0.0,0,0,0,0,0,passing,ITA,GK,39,1983,0.7,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,,misc,ITA,GK,39,1983,0.7,18,17,18,0,0,0,18,0,0,,0,,7,23,13,0,0,0,0,0,6,0,possession,ITA,GK,39,1983,0.7,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting
ITA-Serie A,2022,Lazio,Felipe Anderson,BRA,FW,29,1993,38,35,2958,32.9,9,2,11,9,0,0,3,0,6.0,6.0,4.8,10.9,83,114,224,0.27,0.06,0.33,0.27,0.33,0.18,0.15,0.33,0.18,0.33,standard,BRA,FW,29,1993,32.9,80,50,31,41,8,31,88,35.2,57,58,6,52,31,111,27,0,defense,BRA,FW,29,1993,32.9,1093,1410,77.5,15203,3384,665,780,85.3,331,416,79.6,49,86,57.0,2,4.8,4.2,-2.8,47,61,47,6,114,passing,BRA,FW,29,1993,32.9,3,0,0,40,33,7,50,31,50,1,0,0,142,14,21,40.0,misc,BRA,FW,29,1993,32.9,1832,32,236,830,790,129,1832,105,54,51.4,42,40.0,967,5271,2369,83,62,31,85,44,1367,224,possession,BRA,FW,29,1993,32.9,9,41,23,56.1,1.25,0.7,0.22,0.39,15.1,0,0,0,6.0,6.0,0.15,3.0,3.0,shooting
ITA-Serie A,2022,Cremonese,Felix Afena-Gyan,GHA,"FW,MF",19,2003,23,7,817,9.1,0,0,0,0,0,0,4,0,1.9,1.9,0.1,2.0,22,8,54,0.0,0.0,0.0,0.0,0.0,0.21,0.02,0.22,0.21,0.22,standard,GHA,"FW,MF",19,2003,9.1,7,3,4,1,2,2,10,20.0,8,5,1,4,1,8,6,0,defense,GHA,"FW,MF",19,2003,9.1,146,193,75.6,1855,194,99,115,86.1,34,46,73.9,4,7,57.1,0,0.1,0.2,-0.1,3,3,0,0,8,passing,GHA,"FW,MF",19,2003,9.1,4,0,0,18,11,6,4,1,3,0,0,0,39,17,42,28.8,misc,GHA,"FW,MF",19,2003,9.1,318,7,40,129,156,28,318,25,7,28.0,12,48.0,202,1160,463,22,13,3,34,21,217,54,possession,GHA,"FW,MF",19,2003,9.1,0,21,2,9.5,2.31,0.22,0.0,0.0,18.7,0,0,0,1.9,1.9,0.09,-1.9,-1.9,shooting
ITA-Serie A,2022,Udinese,Festy Ebosele,IRL,DF,19,2002,17,4,411,4.6,0,1,1,0,0,0,4,0,0.2,0.2,0.9,1.1,27,17,22,0.0,0.22,0.22,0.0,0.22,0.04,0.19,0.24,0.04,0.24,standard,IRL,DF,19,2002,4.6,15,10,8,7,0,4,10,40.0,6,5,0,5,2,17,5,0,defense,IRL,DF,19,2002,4.6,101,151,66.9,1691,748,52,64,81.3,39,56,69.6,9,17,52.9,1,0.9,0.5,0.1,5,9,9,5,17,passing,IRL,DF,19,2002,4.6,4,0,0,11,7,0,16,2,10,0,0,0,36,6,4,60.0,misc,IRL,DF,19,2002,4.6,233,16,64,82,97,13,233,36,19,52.8,13,36.1,129,1242,644,27,18,6,17,9,125,22,possession,IRL,DF,19,2002,4.6,0,4,1,25.0,0.88,0.22,0.0,0.0,21.5,0,0,0,0.2,0.2,0.05,-0.2,-0.2,shooting
ITA-Serie A,2022,Milan,Fikayo Tomori,ENG,DF,24,1997,33,32,2760,30.7,1,1,2,1,0,0,5,0,1.3,1.3,0.8,2.1,26,122,10,0.03,0.03,0.07,0.03,0.07,0.04,0.03,0.07,0.04,0.07,standard,ENG,DF,24,1997,30.7,70,34,44,25,1,22,34,64.7,12,46,25,21,29,99,88,1,defense,ENG,DF,24,1997,30.7,1697,1922,88.3,34375,10863,568,608,93.4,876,942,93.0,242,324,74.7,1,0.8,0.9,0.2,9,91,7,0,122,passing,ENG,DF,24,1997,30.7,5,0,0,28,25,1,6,29,34,0,1,0,190,62,30,67.4,misc,ENG,DF,24,1997,30.7,2218,243,1089,1078,63,14,2218,6,3,50.0,1,16.7,1258,6315,3346,26,6,0,9,3,1423,10,possession,ENG,DF,24,1997,30.7,1,9,4,44.4,0.29,0.13,0.11,0.25,14.1,0,0,0,1.3,1.3,0.15,-0.3,-0.3,shooting
ITA-Serie A,2022,Juventus,Filip Kostić,SRB,"DF,FW",29,1992,37,33,2564,28.5,3,8,11,3,0,0,3,0,2.4,2.4,7.1,9.4,101,78,230,0.11,0.28,0.39,0.11,0.39,0.08,0.25,0.33,0.08,0.33,standard,SRB,"DF,FW",29,1992,28.5,41,26,17,20,4,21,47,44.7,26,30,4,26,16,57,32,0,defense,SRB,"DF,FW",29,1992,28.5,830,1212,68.5,14092,4148,413,489,84.5,309,431,71.7,86,195,44.1,8,7.1,4.8,0.9,66,44,47,31,78,passing,SRB,"DF,FW",29,1992,28.5,3,0,0,29,12,2,227,16,26,0,0,0,139,13,13,50.0,misc,SRB,"DF,FW",29,1992,28.5,1488,41,237,595,674,62,1488,52,23,44.2,24,46.2,809,4882,2587,101,54,22,50,20,943,230,possession,SRB,"DF,FW",29,1992,28.5,3,37,11,29.7,1.3,0.39,0.08,0.27,19.6,0,0,0,2.4,2.4,0.06,0.6,0.6,shooting
ITA-Serie A,2022,Sampdoria,Filip Đuričić,SRB,"MF,FW",30,1992,32,27,2171,24.1,3,0,3,3,0,0,9,0,2.7,2.7,1.9,4.6,39,77,83,0.12,0.0,0.12,0.12,0.12,0.11,0.08,0.19,0.11,0.19,standard,SRB,"MF,FW",30,1992,24.1,43,22,18,20,5,14,32,43.8,18,19,6,13,7,50,8,0,defense,SRB,"MF,FW",30,1992,24.1,586,758,77.3,9599,2169,302,347,87.0,211,254,83.1,52,86,60.5,0,1.9,1.6,-1.9,34,50,18,4,77,passing,SRB,"MF,FW",30,1992,24.1,9,0,0,38,48,0,41,7,22,0,0,0,110,14,29,32.6,misc,SRB,"MF,FW",30,1992,24.1,992,15,145,488,380,34,992,70,31,44.3,30,42.9,591,3342,1599,39,42,3,59,47,689,83,possession,SRB,"MF,FW",30,1992,24.1,3,26,12,46.2,1.08,0.5,0.12,0.25,18.3,1,0,0,2.7,2.7,0.1,0.3,0.3,shooting
ITA-Serie A,2022,Empoli,Filippo Bandinelli,ITA,MF,27,1995,35,28,2263,25.1,2,0,2,2,0,0,10,0,1.7,1.7,2.6,4.4,40,101,89,0.08,0.0,0.08,0.08,0.08,0.07,0.1,0.17,0.07,0.17,standard,ITA,MF,27,1995,25.1,55,34,19,26,10,17,45,37.8,28,20,7,13,18,73,40,0,defense,ITA,MF,27,1995,25.1,773,1049,73.7,12752,3934,379,434,87.3,299,379,78.9,64,138,46.4,0,2.6,2.4,-2.6,31,62,36,21,101,passing,ITA,MF,27,1995,25.1,10,0,0,53,37,0,91,18,34,0,1,0,138,10,19,34.5,misc,ITA,MF,27,1995,25.1,1333,66,317,658,376,29,1333,42,15,35.7,21,50.0,746,3897,1736,40,41,7,42,30,863,89,possession,ITA,MF,27,1995,25.1,2,24,7,29.2,0.95,0.28,0.08,0.29,23.4,0,0,0,1.7,1.7,0.07,0.3,0.3,shooting
ITA-Serie A,2022,Roma,Filippo Missori,ITA,DF,18,2004,3,2,181,2.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,ITA,DF,18,2004,2.0,4,3,3,0,1,3,6,50.0,3,0,0,0,3,7,5,0,defense,ITA,DF,18,2004,2.0,41,61,67.2,688,291,18,24,75.0,21,28,75.0,1,5,20.0,0,0.0,0.0,0.0,0,1,0,0,0,passing,ITA,DF,18,2004,2.0,1,0,0,4,0,0,2,3,3,0,0,0,7,2,2,50.0,misc,ITA,DF,18,2004,2.0,82,4,41,25,16,0,82,2,0,0.0,2,100.0,20,72,17,1,0,0,3,1,27,3,possession,ITA,DF,18,2004,2.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting
ITA-Serie A,2022,Monza,Filippo Ranocchia,ITA,MF,21,2001,14,5,530,5.9,1,0,1,1,0,0,1,0,1.2,1.2,0.4,1.6,13,26,15,0.17,0.0,0.17,0.17,0.17,0.21,0.06,0.27,0.21,0.27,standard,ITA,MF,21,2001,5.9,11,6,5,4,2,4,12,33.3,8,5,1,4,4,15,7,0,defense,ITA,MF,21,2001,5.9,201,255,78.8,3906,1183,81,93,87.1,83,98,84.7,32,49,65.3,0,0.4,0.4,-0.4,7,23,7,1,26,passing,ITA,MF,21,2001,5.9,1,0,0,7,12,0,13,4,6,0,0,0,32,2,6,25.0,misc,ITA,MF,21,2001,5.9,328,14,70,174,90,4,328,15,8,53.3,3,20.0,213,1365,656,13,18,0,10,10,236,15,possession,ITA,MF,21,2001,5.9,1,19,8,42.1,3.23,1.36,0.05,0.13,25.2,5,0,0,1.2,1.2,0.07,-0.2,-0.2,shooting
ITA-Serie A,2022,Sassuolo,Filippo Romagna,ITA,DF,25,1997,2,0,46,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,ITA,DF,25,1997,0.5,0,0,0,0,0,0,0,,0,1,1,0,0,0,2,0,defense,ITA,DF,25,1997,0.5,34,36,94.4,579,165,13,13,100.0,21,22,95.5,0,1,0.0,0,0.0,0.0,0.0,0,0,0,0,0,passing,ITA,DF,25,1997,0.5,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,100.0,misc,ITA,DF,25,1997,0.5,40,8,29,11,0,0,40,0,0,,0,,30,124,66,1,0,0,0,0,29,0,possession,ITA,DF,25,1997,0.5,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting
ITA-Serie A,2022,Hellas Verona,Filippo Terracciano,ITA,"DF,MF",19,2003,20,7,821,9.1,0,1,1,0,0,0,2,0,0.2,0.2,1.2,1.4,16,37,24,0.0,0.11,0.11,0.0,0.11,0.02,0.14,0.16,0.02,0.16,standard,ITA,"DF,MF",19,2003,9.1,20,13,11,7,2,15,20,75.0,5,7,4,3,10,30,14,0,defense,ITA,"DF,MF",19,2003,9.1,235,343,68.5,4308,1770,88,113,77.9,115,148,77.7,21,53,39.6,1,1.2,1.5,-0.2,8,21,10,4,37,passing,ITA,"DF,MF",19,2003,9.1,2,0,0,7,17,0,25,10,13,0,0,0,47,15,20,42.9,misc,ITA,"DF,MF",19,2003,9.1,439,21,110,224,113,9,439,12,6,50.0,3,25.0,217,1267,618,16,13,0,17,4,242,24,possession,ITA,"DF,MF",19,2003,9.1,0,5,3,60.0,0.55,0.33,0.0,0.0,23.3,0,0,0,0.2,0.2,0.04,-0.2,-0.2,shooting
ITA-Serie A,2022,Sampdoria,Flavio Paoletti,ITA,MF,19,2003,12,1,284,3.2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,7,8,8,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,standard,ITA,MF,19,2003,3.2,2,2,0,2,0,1,5,20.0,4,1,0,1,5,7,9,0,defense,ITA,MF,19,2003,3.2,138,168,82.1,2534,583,58,66,87.9,64,71,90.1,14,19,73.7,0,0.0,0.1,0.0,1,7,0,0,8,passing,ITA,MF,19,2003,3.2,1,0,0,5,3,0,1,5,2,0,0,0,18,1,6,14.3,misc,ITA,MF,19,2003,3.2,191,12,53,112,27,1,191,3,2,66.7,1,33.3,121,793,338,7,4,0,5,0,133,8,possession,ITA,MF,19,2003,3.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting
ITA-Serie A,2022,Salernitana,Flavius Daniliuc,AUT,DF,21,2001,27,23,2195,24.4,0,2,2,0,0,0,9,0,0.6,0.6,0.5,1.2,14,70,5,0.0,0.08,0.08,0.0,0.08,0.03,0.02,0.05,0.03,0.05,standard,AUT,DF,21,2001,24.4,57,29,37,17,3,26,47,55.3,21,30,13,17,29,86,76,0,defense,AUT,DF,21,2001,24.4,969,1127,86.0,18211,7113,377,415,90.8,475,524,90.6,101,153,66.0,2,0.5,0.2,1.5,7,56,2,0,70,passing,AUT,DF,21,2001,24.4,9,0,0,33,4,0,0,29,29,0,0,0,132,39,28,58.2,misc,AUT,DF,21,2001,24.4,1374,200,757,572,58,16,1374,5,2,40.0,3,60.0,727,3691,1769,14,10,0,14,4,843,5,possession,AUT,DF,21,2001,24.4,0,10,4,40.0,0.41,0.16,0.0,0.0,13.1,1,0,0,0.6,0.6,0.07,-0.6,-0.6,shooting
ITA-Serie A,2022,Udinese,Florian Thauvin,FRA,"FW,MF",29,1993,16,5,546,6.1,0,0,0,0,0,0,1,0,0.7,0.7,1.1,1.7,19,24,49,0.0,0.0,0.0,0.0,0.0,0.11,0.17,0.29,0.11,0.29,standard,FRA,"FW,MF",29,1993,6.1,2,1,0,2,0,2,13,15.4,11,5,0,5,2,4,2,0,defense,FRA,"FW,MF",29,1993,6.1,144,216,66.7,2489,708,71,88,80.7,51,71,71.8,17,42,40.5,0,1.1,1.3,-1.1,10,9,10,2,24,passing,FRA,"FW,MF",29,1993,6.1,1,0,0,9,7,1,37,2,1,0,0,0,18,7,7,50.0,misc,FRA,"FW,MF",29,1993,6.1,292,4,15,138,144,19,292,33,10,30.3,21,63.6,187,1209,518,19,19,5,19,8,216,49,possession,FRA,"FW,MF",29,1993,6.1,0,10,3,30.0,1.65,0.49,0.0,0.0,22.3,0,0,0,0.7,0.7,0.07,-0.7,-0.7,shooting
ITA-Serie A,2022,Milan,Fodé Ballo-Touré,SEN,DF,25,1997,10,5,523,5.8,1,0,1,1,0,0,0,0,0.6,0.6,0.2,0.9,11,25,31,0.17,0.0,0.17,0.17,0.17,0.11,0.04,0.15,0.11,0.15,standard,SEN,DF,25,1997,5.8,14,9,7,6,1,7,10,70.0,3,11,3,8,2,16,3,0,defense,SEN,DF,25,1997,5.8,234,281,83.3,3827,1223,117,128,91.4,103,119,86.6,13,26,50.0,0,0.2,0.3,-0.2,4,13,8,5,25,passing,SEN,DF,25,1997,5.8,0,0,0,5,13,0,17,2,9,0,0,0,33,13,5,72.2,misc,SEN,DF,25,1997,5.8,352,7,77,168,110,9,352,15,5,33.3,9,60.0,152,762,427,11,7,0,6,6,188,31,possession,SEN,DF,25,1997,5.8,1,5,3,60.0,0.86,0.52,0.2,0.33,11.4,0,0,0,0.6,0.6,0.12,0.4,0.4,shooting
ITA-Serie A,2022,Inter,Francesco Acerbi,ITA,DF,34,1988,31,25,2425,26.9,0,2,2,0,0,0,4,0,1.0,1.0,1.1,2.1,39,100,32,0.0,0.07,0.07,0.0,0.07,0.04,0.04,0.08,0.04,0.08,standard,ITA,DF,34,1988,26.9,33,19,22,7,4,20,27,74.1,7,25,18,7,41,74,85,2,defense,ITA,DF,34,1988,26.9,1455,1644,88.5,27034,8090,545,594,91.8,737,802,91.9,149,202,73.8,2,1.1,1.2,0.9,16,86,14,3,100,passing,ITA,DF,34,1988,26.9,4,0,0,17,13,2,22,41,19,0,0,0,151,78,42,65.0,misc,ITA,DF,34,1988,26.9,1890,226,858,880,167,27,1890,12,7,58.3,4,33.3,1041,5108,2867,39,33,2,13,7,1252,32,possession,ITA,DF,34,1988,26.9,0,18,2,11.1,0.67,0.07,0.0,0.0,15.9,0,0,0,1.0,1.0,0.06,-1.0,-1.0,shooting
ITA-Serie A,2022,Bologna,Francesco Bardi,ITA,GK,30,1992,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,ITA,GK,30,1992,1.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,defense,ITA,GK,30,1992,1.0,18,23,78.3,548,399,6,6,100.0,5,5,100.0,7,11,63.6,0,0.0,0.0,0.0,0,1,0,0,0,passing,ITA,GK,30,1992,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,misc,ITA,GK,30,1992,1.0,25,23,25,0,0,0,25,0,0,,0,,10,46,35,0,0,0,0,1,7,0,possession,ITA,GK,30,1992,1.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting
ITA-Serie A,2022,Empoli,Francesco Caputo,ITA,FW,34,1987,21,20,1708,19.0,5,4,9,3,2,2,1,0,7.5,5.9,2.2,8.1,16,21,128,0.26,0.21,0.47,0.16,0.37,0.39,0.12,0.51,0.31,0.43,standard,ITA,FW,34,1987,19.0,2,2,0,1,1,0,1,0.0,1,7,2,5,2,4,8,0,defense,ITA,FW,34,1987,19.0,235,332,70.8,2741,539,160,206,77.7,52,69,75.4,1,5,20.0,4,2.2,1.1,1.8,20,9,3,0,21,passing,ITA,FW,34,1987,19.0,1,0,0,13,22,23,6,2,2,0,0,0,36,17,29,37.0,misc,ITA,FW,34,1987,19.0,478,10,34,207,239,103,476,12,1,8.3,8,66.7,288,1218,449,16,7,7,45,24,395,128,possession,ITA,FW,34,1987,19.0,5,40,15,37.5,2.11,0.79,0.08,0.2,12.7,0,2,2,7.5,5.9,0.16,-2.5,-2.9,shooting
ITA-Serie A,2022,Sampdoria,Francesco Caputo,ITA,FW,34,1987,15,13,1094,12.2,1,0,1,1,0,0,0,0,1.9,1.9,0.5,2.4,6,11,76,0.08,0.0,0.08,0.08,0.08,0.15,0.04,0.19,0.15,0.19,standard,ITA,FW,34,1987,12.2,3,1,0,0,3,0,3,0.0,3,0,0,0,1,4,3,0,defense,ITA,FW,34,1987,12.2,168,237,70.9,2130,315,96,130,73.8,43,60,71.7,8,10,80.0,0,0.5,0.6,-0.5,9,11,4,0,11,passing,ITA,FW,34,1987,12.2,0,0,0,5,24,11,3,1,1,0,0,0,18,6,21,22.2,misc,ITA,FW,34,1987,12.2,309,4,11,126,172,49,309,9,3,33.3,5,55.6,181,696,192,6,4,7,21,14,243,76,possession,ITA,FW,34,1987,12.2,1,19,5,26.3,1.56,0.41,0.05,0.2,14.8,0,0,0,1.9,1.9,0.1,-0.9,-0.9,shooting
ITA-Serie A,2022,Atalanta,Francesco Rossi,ITA,GK,31,1991,1,0,4,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,ITA,GK,31,1991,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,defense,ITA,GK,31,1991,0.0,3,4,75.0,52,28,1,1,100.0,2,2,100.0,0,1,0.0,0,0.0,0.0,0.0,0,0,0,0,0,passing,ITA,GK,31,1991,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,misc,ITA,GK,31,1991,0.0,5,3,5,0,0,0,5,0,0,,0,,3,3,1,0,0,0,0,0,3,0,possession,ITA,GK,31,1991,0.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting
ITA-Serie A,2022,Salernitana,Franck Ribéry,FRA,MF,39,1983,1,0,37,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,FRA,MF,39,1983,0.4,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,defense,FRA,MF,39,1983,0.4,19,22,86.4,235,19,11,12,91.7,7,8,87.5,0,0,,0,0.0,0.0,0.0,0,2,0,0,1,passing,FRA,MF,39,1983,0.4,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,,misc,FRA,MF,39,1983,0.4,28,0,3,16,10,0,28,3,0,0.0,3,100.0,15,121,67,1,1,0,0,1,24,4,possession,FRA,MF,39,1983,0.4,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting
ITA-Serie A,2022,Monza,Franco Carboni,ITA,"DF,FW",19,2003,3,0,66,0.7,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,7,2,8,0.0,0.0,0.0,0.0,0.0,0.11,0.06,0.17,0.11,0.17,standard,ITA,"DF,FW",19,2003,0.7,1,1,1,0,0,0,2,0.0,2,3,0,3,1,2,0,0,defense,ITA,"DF,FW",19,2003,0.7,33,50,66.0,529,140,19,20,95.0,12,15,80.0,2,5,40.0,0,0.0,0.0,0.0,1,3,2,1,2,passing,ITA,"DF,FW",19,2003,0.7,0,0,0,2,0,0,9,1,1,0,0,0,7,1,1,50.0,misc,ITA,"DF,FW",19,2003,0.7,61,2,17,28,21,1,61,7,3,42.9,4,57.1,34,293,169,7,3,1,0,0,36,8,possession,ITA,"DF,FW",19,2003,0.7,0,1,0,0.0,1.36,0.0,0.0,,16.1,0,0,0,0.1,0.1,0.08,-0.1,-0.1,shooting
ITA-Serie A,2022,Cremonese,Frank Tsadjout,ITA,FW,23,1999,20,14,1051,11.7,3,1,4,3,0,0,1,0,2.0,2.0,0.5,2.6,15,18,63,0.26,0.09,0.34,0.26,0.34,0.17,0.05,0.22,0.17,0.22,standard,ITA,FW,23,1999,11.7,10,8,3,6,1,3,9,33.3,6,7,1,6,8,18,9,0,defense,ITA,FW,23,1999,11.7,184,271,67.9,2340,400,113,155,72.9,54,76,71.1,3,8,37.5,1,0.5,0.3,0.5,10,14,5,0,18,passing,ITA,FW,23,1999,11.7,1,0,0,22,18,4,4,8,8,0,0,0,39,59,60,49.6,misc,ITA,FW,23,1999,11.7,404,11,35,197,176,49,404,19,12,63.2,2,10.5,209,1004,415,15,10,5,37,10,299,63,possession,ITA,FW,23,1999,11.7,3,26,10,38.5,2.23,0.86,0.12,0.3,17.3,0,0,0,2.0,2.0,0.08,1.0,1.0,shooting
ITA-Serie A,2022,Lecce,Gabriel Strefezza,BRA,"FW,MF",25,1997,35,30,2442,27.1,8,4,12,6,2,3,5,0,6.2,3.9,4.3,8.2,71,107,177,0.29,0.15,0.44,0.22,0.37,0.23,0.16,0.39,0.14,0.3,standard,BRA,"FW,MF",25,1997,27.1,50,24,18,20,12,27,53,50.9,26,36,3,33,16,66,15,0,defense,BRA,"FW,MF",25,1997,27.1,553,886,62.4,9963,3082,278,353,78.8,170,258,65.9,87,196,44.4,4,4.3,3.8,-0.3,48,64,43,17,107,passing,BRA,"FW,MF",25,1997,27.1,5,0,0,51,71,0,121,16,24,0,1,0,134,16,45,26.2,misc,BRA,"FW,MF",25,1997,27.1,1285,14,131,531,648,68,1282,92,36,39.1,42,45.7,839,4998,2240,71,58,19,82,69,935,177,possession,BRA,"FW,MF",25,1997,27.1,8,68,18,26.5,2.51,0.66,0.09,0.33,21.4,4,2,3,6.2,3.9,0.06,1.8,2.1,shooting
ITA-Serie A,2022,Fiorentina,Gaetano Castrovilli,ITA,MF,25,1997,15,7,718,8.0,2,1,3,2,0,0,3,0,1.2,1.2,1.1,2.3,12,14,16,0.25,0.13,0.38,0.25,0.38,0.15,0.14,0.29,0.15,0.29,standard,ITA,MF,25,1997,8.0,10,8,1,7,2,2,9,22.2,7,5,1,4,8,18,5,0,defense,ITA,MF,25,1997,8.0,188,241,78.0,2876,559,103,116,88.8,58,69,84.1,17,38,44.7,1,1.1,1.0,-0.1,8,10,4,1,14,passing,ITA,MF,25,1997,8.0,3,0,0,12,12,1,12,8,8,0,0,0,36,4,11,26.7,misc,ITA,MF,25,1997,8.0,324,15,56,148,127,22,324,16,7,43.8,5,31.3,176,1019,467,12,13,0,11,9,200,16,possession,ITA,MF,25,1997,8.0,2,18,8,44.4,2.26,1.0,0.11,0.25,17.7,1,0,0,1.2,1.2,0.07,0.8,0.8,shooting
