league,season,team,player,nation,pos,age,born,Playing Time MP,Playing Time Starts,Playing Time Min,Playing Time 90s,Performance Gls,Performance Ast,Performance G+A,Performance G-PK,Performance PK,Performance PKatt,Performance CrdY,Performance CrdR,Expected xG,Expected npxG,Expected xAG,Expected npxG+xAG,Progression PrgC,Progression PrgP,Progression PrgR,Per 90 Minutes Gls,Per 90 Minutes Ast,Per 90 Minutes G+A,Per 90 Minutes G-PK,Per 90 Minutes G+A-PK,Per 90 Minutes xG,Per 90 Minutes xAG,Per 90 Minutes xG+xAG,Per 90 Minutes npxG,Per 90 Minutes npxG+xAG,stat_type,nation_defense,pos_defense,age_defense,born_defense,90s,Tackles Tkl,Tackles TklW,Tackles Def 3rd,Tackles Mid 3rd,Tackles Att 3rd,Challenges Tkl,Challenges Att,Challenges Tkl%,Challenges Lost,Blocks Blocks,Blocks Sh,Blocks Pass,Int,Tkl+Int,Clr,Err,stat_type_defense,nation_passing,pos_passing,age_passing,born_passing,90s_passing,Total Cmp,Total Att,Total Cmp%,Total TotDist,Total PrgDist,Short Cmp,Short Att,Short Cmp%,Medium Cmp,Medium Att,Medium Cmp%,Long Cmp,Long Att,Long Cmp%,Ast,xAG,Expected xA,Expected A-xAG,KP,1/3,PPA,CrsPA,PrgP,stat_type_passing,nation_possession,pos_possession,age_possession,born_possession,90s_possession,Touches Touches,Touches Def Pen,Touches Def 3rd,Touches Mid 3rd,Touches Att 3rd,Touches Att Pen,Touches Live,Take-Ons Att,Take-Ons Succ,Take-Ons Succ%,Take-Ons Tkld,Take-Ons Tkld%,Carries Carries,Carries TotDist,Carries PrgDist,Carries PrgC,Carries 1/3,Carries CPA,Carries Mis,Carries Dis,Receiving Rec,Receiving PrgR,stat_type_possession,nation_shooting,pos_shooting,age_shooting,born_shooting,90s_shooting,Standard Gls,Standard Sh,Standard SoT,Standard SoT%,Standard Sh/90,Standard SoT/90,Standard G/Sh,Standard G/SoT,Standard Dist,Standard FK,Standard PK,Standard PKatt,Expected xG_shooting,Expected npxG_shooting,Expected npxG/Sh,Expected G-xG,Expected np:G-xG,stat_type_shooting,nation_misc,pos_misc,age_misc,born_misc,90s_misc,Performance CrdY_misc,Performance CrdR_misc,Performance 2CrdY,Performance Fls,Performance Fld,Performance Off,Performance Crs,Performance Int,Performance TklW,Performance PKwon,Performance PKcon,Performance OG,Performance Recov,Aerial Duels Won,Aerial Duels Lost,Aerial Duels Won%,stat_type_misc
ITA-Serie A,2023,Udinese,Florian Thauvin,FRA,FW,30,1993,29,19,1710,19.0,5,3,8,4,1,1,4,0,4.7,3.9,4.2,8.2,72,69,97,0.26,0.16,0.42,0.21,0.37,0.25,0.22,0.47,0.21,0.43,standard,FRA,FW,30,1993,19.0,7,4,2,4,1,4,13,30.8,9,9,1,8,3,10,2,0,defense,FRA,FW,30,1993,19.0,385,548,70.3,6704,2190,189,231,81.8,131,179,73.2,49,91,53.8,3,4.2,4.1,-1.2,38,41,39,16,69,passing,FRA,FW,30,1993,19.0,774,4,70,343,385,82,773,90,35,38.9,46,51.1,490,3761,1941,72,53,30,57,36,541,97,possession,FRA,FW,30,1993,19.0,5,47,14,29.8,2.47,0.74,0.09,0.29,18.2,4,1,1,4.7,3.9,0.08,0.3,0.1,shooting,FRA,FW,30,1993,19.0,4,0,0,14,26,6,79,3,4,0,0,0,64,10,26,27.8,misc
ITA-Serie A,2023,Inter,Francesco Acerbi,ITA,DF,35,1988,29,26,2388,26.5,3,1,4,3,0,0,1,0,1.6,1.6,1.8,3.4,21,87,24,0.11,0.04,0.15,0.11,0.15,0.06,0.07,0.13,0.06,0.13,standard,ITA,DF,35,1988,26.5,22,13,16,6,0,11,14,78.6,3,20,13,7,32,54,77,1,defense,ITA,DF,35,1988,26.5,1615,1781,90.7,29326,9174,601,650,92.5,856,908,94.3,132,179,73.7,1,1.8,1.3,-0.8,7,58,5,2,87,passing,ITA,DF,35,1988,26.5,1977,219,941,946,98,25,1977,3,2,66.7,1,33.3,1211,5779,3081,21,11,0,4,1,1446,24,possession,ITA,DF,35,1988,26.5,3,15,6,40.0,0.57,0.23,0.2,0.5,12.0,0,0,0,1.6,1.6,0.11,1.4,1.4,shooting,ITA,DF,35,1988,26.5,1,0,0,19,24,3,9,32,13,0,0,0,102,70,37,65.4,misc
ITA-Serie A,2023,Milan,Francesco Camarda,ITA,FW,15,2008,2,0,14,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,ITA,FW,15,2008,0.2,0,0,0,0,0,0,2,0.0,2,0,0,0,0,0,0,0,defense,ITA,FW,15,2008,0.2,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,passing,ITA,FW,15,2008,0.2,2,0,1,0,1,0,2,1,0,0.0,1,100.0,2,9,0,0,0,0,1,0,1,1,possession,ITA,FW,15,2008,0.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting,ITA,FW,15,2008,0.2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0.0,misc
ITA-Serie A,2023,Empoli,Francesco Caputo,ITA,FW,35,1987,20,15,1268,14.1,3,0,3,2,1,1,0,0,3.4,2.6,0.7,3.4,7,18,65,0.21,0.0,0.21,0.14,0.14,0.24,0.05,0.3,0.19,0.24,standard,ITA,FW,35,1987,14.1,2,0,0,0,2,0,1,0.0,1,4,0,4,1,3,3,0,defense,ITA,FW,35,1987,14.1,164,216,75.9,2140,396,93,118,78.8,42,47,89.4,9,14,64.3,0,0.7,0.8,-0.7,10,9,3,0,18,passing,ITA,FW,35,1987,14.1,290,4,15,146,132,49,289,10,5,50.0,4,40.0,175,656,204,7,6,4,21,12,221,65,possession,ITA,FW,35,1987,14.1,3,22,9,40.9,1.56,0.64,0.09,0.22,11.7,0,1,1,3.4,2.6,0.12,-0.4,-0.6,shooting,ITA,FW,35,1987,14.1,0,0,0,10,14,20,1,1,0,0,0,0,19,12,23,34.3,misc
ITA-Serie A,2023,Frosinone,Francesco Gelli,ITA,"MF,DF",26,1996,27,16,1561,17.3,0,0,0,0,0,0,3,0,0.7,0.7,2.4,3.1,42,61,87,0.0,0.0,0.0,0.0,0.0,0.04,0.14,0.18,0.04,0.18,standard,ITA,"MF,DF",26,1996,17.3,19,13,8,4,7,10,24,41.7,14,19,3,16,11,30,27,1,defense,ITA,"MF,DF",26,1996,17.3,604,743,81.3,8504,2316,378,412,91.7,176,217,81.1,28,66,42.4,0,2.4,2.5,-2.4,25,40,18,3,61,passing,ITA,"MF,DF",26,1996,17.3,914,32,181,426,319,24,914,42,13,31.0,20,47.6,508,2902,1400,42,25,10,34,14,586,87,possession,ITA,"MF,DF",26,1996,17.3,0,10,3,30.0,0.58,0.17,0.0,0.0,18.3,0,0,0,0.7,0.7,0.07,-0.7,-0.7,shooting,ITA,"MF,DF",26,1996,17.3,3,0,0,15,40,1,53,11,13,0,0,0,82,15,16,48.4,misc
ITA-Serie A,2023,Atalanta,Francesco Rossi,ITA,GK,32,1991,1,0,5,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,ITA,GK,32,1991,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,defense,ITA,GK,32,1991,0.1,1,2,50.0,14,13,1,1,100.0,0,0,,0,1,0.0,0,0.0,0.0,0.0,0,0,0,0,0,passing,ITA,GK,32,1991,0.1,2,2,2,0,0,0,2,0,0,,0,,1,12,12,0,0,0,0,0,0,0,possession,ITA,GK,32,1991,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting,ITA,GK,32,1991,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,misc
ITA-Serie A,2023,Lecce,Gabriel Strefezza,BRA,FW,26,1997,19,13,1112,12.4,1,0,1,0,1,1,4,0,2.5,1.7,1.2,2.8,34,54,81,0.08,0.0,0.08,0.0,0.0,0.2,0.09,0.29,0.14,0.23,standard,BRA,FW,26,1997,12.4,24,17,8,7,9,14,20,70.0,6,17,0,17,7,31,11,0,defense,BRA,FW,26,1997,12.4,300,412,72.8,5197,1463,151,174,86.8,103,137,75.2,37,70,52.9,0,1.2,1.3,-1.2,20,34,20,7,54,passing,BRA,FW,26,1997,12.4,561,11,61,234,279,21,560,35,15,42.9,15,42.9,369,2365,1141,34,37,4,24,24,385,81,possession,BRA,FW,26,1997,12.4,1,27,5,18.5,2.19,0.4,0.0,0.0,22.8,1,1,1,2.5,1.7,0.06,-1.5,-1.7,shooting,BRA,FW,26,1997,12.4,4,0,0,20,37,3,42,7,17,0,0,0,51,4,14,22.2,misc
ITA-Serie A,2023,Cagliari,Gabriele Zappa,ITA,DF,23,1999,38,25,2561,28.5,1,3,4,1,0,0,2,0,1.5,1.5,3.3,4.8,35,99,84,0.04,0.11,0.14,0.04,0.14,0.05,0.12,0.17,0.05,0.17,standard,ITA,DF,23,1999,28.5,54,31,29,16,9,29,41,70.7,12,29,5,24,20,74,75,2,defense,ITA,DF,23,1999,28.5,1024,1397,73.3,17247,8288,513,586,87.5,394,508,77.6,94,220,42.7,3,3.3,2.2,-0.3,24,83,28,19,99,passing,ITA,DF,23,1999,28.5,1670,72,559,730,392,33,1670,27,9,33.3,16,59.3,816,3989,2014,35,29,2,30,8,948,84,possession,ITA,DF,23,1999,28.5,1,19,5,26.3,0.67,0.18,0.05,0.2,18.7,0,0,0,1.5,1.5,0.08,-0.5,-0.5,shooting,ITA,DF,23,1999,28.5,2,0,0,21,15,0,77,20,31,0,0,0,109,19,32,37.3,misc
ITA-Serie A,2023,Fiorentina,Gaetano Castrovilli,ITA,"FW,MF",26,1997,6,5,367,4.1,1,2,3,1,0,0,0,0,0.3,0.3,0.6,0.9,14,12,25,0.25,0.49,0.74,0.25,0.74,0.08,0.15,0.23,0.08,0.23,standard,ITA,"FW,MF",26,1997,4.1,3,2,1,2,0,1,8,12.5,7,4,0,4,2,5,3,0,defense,ITA,"FW,MF",26,1997,4.1,75,116,64.7,1164,320,41,51,80.4,26,41,63.4,6,10,60.0,2,0.6,0.1,1.4,7,6,3,2,12,passing,ITA,"FW,MF",26,1997,4.1,160,6,17,72,74,11,160,14,3,21.4,9,64.3,90,696,357,14,8,2,11,6,115,25,possession,ITA,"FW,MF",26,1997,4.1,1,5,2,40.0,1.23,0.49,0.2,0.5,14.9,0,0,0,0.3,0.3,0.07,0.7,0.7,shooting,ITA,"FW,MF",26,1997,4.1,0,0,0,4,5,1,9,2,2,0,0,0,17,3,2,60.0,misc
ITA-Serie A,2023,Cagliari,Gaetano Oristanio,ITA,"FW,MF",20,2002,25,11,1104,12.3,2,1,3,2,0,0,1,0,1.8,1.8,1.1,2.8,25,26,76,0.16,0.08,0.24,0.16,0.24,0.14,0.09,0.23,0.14,0.23,standard,ITA,"FW,MF",20,2002,12.3,20,10,5,14,1,5,17,29.4,12,11,0,11,9,29,8,0,defense,ITA,"FW,MF",20,2002,12.3,164,242,67.8,2772,783,90,110,81.8,47,69,68.1,20,39,51.3,1,1.1,1.0,-0.1,15,15,11,7,26,passing,ITA,"FW,MF",20,2002,12.3,426,7,53,181,204,36,426,60,32,53.3,23,38.3,269,2053,798,25,21,9,41,44,270,76,possession,ITA,"FW,MF",20,2002,12.3,2,23,5,21.7,1.87,0.41,0.09,0.4,18.9,1,0,0,1.8,1.8,0.08,0.2,0.2,shooting,ITA,"FW,MF",20,2002,12.3,1,0,0,37,28,2,32,9,10,0,0,0,67,17,22,43.6,misc
ITA-Serie A,2023,Frosinone,Gennaro Borrelli,ITA,FW,23,2000,1,0,24,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,ITA,FW,23,2000,0.3,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,defense,ITA,FW,23,2000,0.3,0,1,0.0,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,passing,ITA,FW,23,2000,0.3,1,0,0,0,1,0,1,1,0,0.0,0,0.0,1,11,2,1,0,0,0,0,1,1,possession,ITA,FW,23,2000,0.3,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting,ITA,FW,23,2000,0.3,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0.0,misc
ITA-Serie A,2023,Genoa,George Pușcaș,ROU,FW,27,1996,8,1,191,2.1,0,0,0,0,0,0,0,0,2.1,2.1,0.1,2.2,5,3,17,0.0,0.0,0.0,0.0,0.0,0.98,0.04,1.02,0.98,1.02,standard,ROU,FW,27,1996,2.1,0,0,0,0,0,0,3,0.0,3,1,0,1,0,0,1,0,defense,ROU,FW,27,1996,2.1,34,61,55.7,430,67,24,37,64.9,8,14,57.1,0,1,0.0,0,0.1,0.1,-0.1,1,3,1,0,3,passing,ROU,FW,27,1996,2.1,92,2,2,45,46,17,92,3,1,33.3,2,66.7,58,319,119,5,5,3,10,6,75,17,possession,ROU,FW,27,1996,2.1,0,11,5,45.5,5.18,2.36,0.0,0.0,12.9,0,0,0,2.1,2.1,0.19,-2.1,-2.1,shooting,ROU,FW,27,1996,2.1,0,0,0,1,0,0,0,0,0,0,0,0,9,12,8,60.0,misc
ITA-Serie A,2023,Salernitana,Gerardo Fusco,ITA,FW,18,2005,1,0,15,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.22,0.0,0.22,standard,ITA,FW,18,2005,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,defense,ITA,FW,18,2005,0.2,5,7,71.4,46,1,3,4,75.0,1,1,100.0,0,1,0.0,0,0.0,0.0,0.0,1,0,0,0,0,passing,ITA,FW,18,2005,0.2,9,0,0,6,3,1,9,1,0,0.0,1,100.0,3,18,0,0,0,0,0,0,7,1,possession,ITA,FW,18,2005,0.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting,ITA,FW,18,2005,0.2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,misc
ITA-Serie A,2023,Fiorentina,Giacomo Bonaventura,ITA,MF,33,1989,31,27,2277,25.3,8,3,11,8,0,1,6,0,5.7,4.4,3.6,8.0,60,140,107,0.32,0.12,0.43,0.32,0.43,0.22,0.14,0.36,0.18,0.32,standard,ITA,MF,33,1989,25.3,26,13,6,10,10,9,21,42.9,12,16,1,15,14,40,10,0,defense,ITA,MF,33,1989,25.3,928,1126,82.4,15645,3647,444,497,89.3,354,409,86.6,92,143,64.3,3,3.6,5.4,-0.6,41,81,45,11,140,passing,ITA,MF,33,1989,25.3,1340,16,118,697,541,69,1339,51,30,58.8,16,31.4,913,4921,2134,60,67,14,46,29,1025,107,possession,ITA,MF,33,1989,25.3,8,51,13,25.5,2.02,0.51,0.16,0.62,20.2,1,0,1,5.7,4.4,0.09,2.3,3.6,shooting,ITA,MF,33,1989,25.3,6,0,0,20,35,1,54,14,13,0,0,0,120,14,17,45.2,misc
ITA-Serie A,2023,Empoli,Giacomo Corona,ITA,FW,19,2004,1,0,5,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,ITA,FW,19,2004,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,defense,ITA,FW,19,2004,0.1,2,2,100.0,41,0,1,1,100.0,0,0,,1,1,100.0,0,0.0,0.0,0.0,0,0,0,0,0,passing,ITA,FW,19,2004,0.1,2,0,0,1,1,0,2,0,0,,0,,0,0,0,0,0,0,0,0,0,0,possession,ITA,FW,19,2004,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting,ITA,FW,19,2004,0.1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,,misc
ITA-Serie A,2023,Napoli,Giacomo Raspadori,ITA,"FW,MF",23,2000,37,14,1584,17.6,5,3,8,5,0,1,0,0,5.9,4.5,4.0,8.5,29,54,139,0.28,0.17,0.45,0.28,0.45,0.33,0.23,0.56,0.25,0.48,standard,ITA,"FW,MF",23,2000,17.6,21,10,6,10,5,6,15,40.0,9,15,1,14,3,24,7,0,defense,ITA,"FW,MF",23,2000,17.6,525,709,74.0,9296,1615,242,289,83.7,198,258,76.7,67,113,59.3,3,4.0,3.0,-1.0,36,38,15,5,54,passing,ITA,"FW,MF",23,2000,17.6,886,5,69,373,449,90,885,30,14,46.7,14,46.7,541,2860,899,29,18,12,33,18,689,139,possession,ITA,"FW,MF",23,2000,17.6,5,60,24,40.0,3.41,1.36,0.08,0.21,18.8,4,0,1,5.9,4.5,0.07,-0.9,0.5,shooting,ITA,"FW,MF",23,2000,17.6,0,0,0,17,19,5,65,3,10,0,0,0,53,7,18,28.0,misc
ITA-Serie A,2023,Sassuolo,Gian Marco Ferrari,ITA,DF,31,1992,31,25,2272,25.2,1,0,1,1,0,0,4,0,1.6,1.6,0.3,1.9,32,148,7,0.04,0.0,0.04,0.04,0.04,0.06,0.01,0.07,0.06,0.07,standard,ITA,DF,31,1992,25.2,22,10,11,11,0,12,18,66.7,6,28,17,11,25,47,76,0,defense,ITA,DF,31,1992,25.2,1073,1300,82.5,22039,9027,300,334,89.8,610,683,89.3,143,249,57.4,0,0.3,0.7,-0.3,9,131,13,3,148,passing,ITA,DF,31,1992,25.2,1499,164,649,766,88,27,1499,5,3,60.0,1,20.0,881,4954,3171,32,16,0,14,1,976,7,possession,ITA,DF,31,1992,25.2,1,16,6,37.5,0.63,0.24,0.06,0.17,12.2,0,0,0,1.6,1.6,0.1,-0.6,-0.6,shooting,ITA,DF,31,1992,25.2,4,0,0,26,21,0,14,25,10,0,3,0,95,39,38,50.6,misc
ITA-Serie A,2023,Hellas Verona,Giangiacomo Magnani,ITA,DF,27,1995,33,27,2444,27.2,0,0,0,0,0,0,6,0,0.5,0.5,0.2,0.8,15,79,10,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.03,0.02,0.03,standard,ITA,DF,27,1995,27.2,33,18,23,10,0,15,25,60.0,10,50,28,22,45,78,118,0,defense,ITA,DF,27,1995,27.2,785,994,79.0,17901,6086,187,223,83.9,454,513,88.5,138,233,59.2,0,0.2,0.5,-0.2,6,76,2,1,79,passing,ITA,DF,27,1995,27.2,1285,172,640,602,48,13,1285,13,8,61.5,2,15.4,660,3337,1725,15,13,3,16,3,673,10,possession,ITA,DF,27,1995,27.2,0,11,2,18.2,0.41,0.07,0.0,0.0,13.4,0,0,0,0.5,0.5,0.05,-0.5,-0.5,shooting,ITA,DF,27,1995,27.2,6,0,0,27,30,0,12,45,18,1,0,0,147,45,37,54.9,misc
ITA-Serie A,2023,Monza,Gianluca Caprari,ITA,"MF,FW",30,1993,6,4,285,3.2,0,0,0,0,0,0,0,0,0.7,0.7,0.7,1.4,11,15,16,0.0,0.0,0.0,0.0,0.0,0.22,0.23,0.44,0.22,0.44,standard,ITA,"MF,FW",30,1993,3.2,2,1,1,1,0,0,1,0.0,1,0,0,0,2,4,0,0,defense,ITA,"MF,FW",30,1993,3.2,98,124,79.0,1784,475,49,53,92.5,31,38,81.6,17,24,70.8,0,0.7,0.7,-0.7,11,10,7,0,15,passing,ITA,"MF,FW",30,1993,3.2,154,1,18,65,73,11,154,8,3,37.5,5,62.5,112,686,370,11,9,5,9,9,122,16,possession,ITA,"MF,FW",30,1993,3.2,0,8,0,0.0,2.53,0.0,0.0,,19.6,1,0,0,0.7,0.7,0.09,-0.7,-0.7,shooting,ITA,"MF,FW",30,1993,3.2,0,0,0,3,5,2,8,2,1,0,0,0,11,0,5,0.0,misc
ITA-Serie A,2023,Cagliari,Gianluca Gaetano,ITA,"FW,MF",23,2000,11,10,745,8.3,4,1,5,3,1,1,1,1,1.3,0.5,1.3,1.8,17,41,42,0.48,0.12,0.6,0.36,0.48,0.15,0.16,0.31,0.06,0.22,standard,ITA,"FW,MF",23,2000,8.3,7,4,0,4,3,2,7,28.6,5,4,0,4,3,10,4,0,defense,ITA,"FW,MF",23,2000,8.3,171,236,72.5,2666,927,86,103,83.5,67,91,73.6,12,24,50.0,1,1.3,0.6,-0.3,16,30,10,1,41,passing,ITA,"FW,MF",23,2000,8.3,328,5,22,162,154,19,327,30,10,33.3,14,46.7,179,1122,473,17,14,6,17,15,214,42,possession,ITA,"FW,MF",23,2000,8.3,4,13,5,38.5,1.57,0.6,0.23,0.6,22.5,0,1,1,1.3,0.5,0.04,2.7,2.5,shooting,ITA,"FW,MF",23,2000,8.3,1,1,0,10,12,3,15,3,4,0,0,0,41,4,24,14.3,misc
ITA-Serie A,2023,Napoli,Gianluca Gaetano,ITA,MF,23,2000,9,1,161,1.8,1,0,1,1,0,0,1,0,0.6,0.6,0.5,1.1,6,6,5,0.56,0.0,0.56,0.56,0.56,0.35,0.27,0.62,0.35,0.62,standard,ITA,MF,23,2000,1.8,4,1,0,4,0,2,4,50.0,2,5,2,3,1,5,4,0,defense,ITA,MF,23,2000,1.8,70,79,88.6,1030,257,36,40,90.0,26,27,96.3,3,4,75.0,0,0.5,0.4,-0.5,5,4,3,3,6,passing,ITA,MF,23,2000,1.8,118,4,12,68,41,5,118,5,1,20.0,4,80.0,58,295,155,6,1,1,5,3,76,5,possession,ITA,MF,23,2000,1.8,1,9,4,44.4,5.03,2.24,0.11,0.25,22.2,0,0,0,0.6,0.6,0.07,0.4,0.4,shooting,ITA,MF,23,2000,1.8,1,0,0,3,1,0,3,1,1,1,0,0,15,1,3,25.0,misc
ITA-Serie A,2023,Cagliari,Gianluca Lapadula,PER,FW,33,1990,23,14,1205,13.4,3,1,4,2,1,1,3,0,4.8,4.1,1.1,5.1,8,4,63,0.22,0.07,0.3,0.15,0.22,0.36,0.08,0.44,0.3,0.38,standard,PER,FW,33,1990,13.4,1,1,0,0,1,1,10,10.0,9,2,1,1,2,3,5,0,defense,PER,FW,33,1990,13.4,120,171,70.2,1645,217,72,91,79.1,34,42,81.0,6,11,54.5,1,1.1,0.7,-0.1,19,2,3,2,4,passing,PER,FW,33,1990,13.4,262,7,23,97,145,67,261,9,4,44.4,3,33.3,143,651,237,8,6,7,21,8,189,63,possession,PER,FW,33,1990,13.4,3,34,10,29.4,2.54,0.75,0.06,0.2,14.2,2,1,1,4.8,4.1,0.12,-1.8,-2.1,shooting,PER,FW,33,1990,13.4,3,0,0,22,18,15,7,2,1,1,0,0,27,21,31,40.4,misc
ITA-Serie A,2023,Roma,Gianluca Mancini,ITA,DF,27,1996,36,34,2869,31.9,4,1,5,4,0,0,9,0,1.9,1.9,1.1,3.0,38,139,13,0.13,0.03,0.16,0.13,0.16,0.06,0.04,0.1,0.06,0.1,standard,ITA,DF,27,1996,31.9,34,20,21,11,2,11,27,40.7,16,38,26,12,36,70,77,1,defense,ITA,DF,27,1996,31.9,1744,2011,86.7,31178,10905,723,759,95.3,872,961,90.7,135,261,51.7,1,1.1,1.1,-0.1,10,141,19,4,139,passing,ITA,DF,27,1996,31.9,2248,249,997,1095,167,28,2248,5,4,80.0,1,20.0,1397,6722,4373,38,43,0,4,10,1677,13,possession,ITA,DF,27,1996,31.9,4,19,7,36.8,0.6,0.22,0.21,0.57,12.2,0,0,0,1.9,1.9,0.1,2.1,2.1,shooting,ITA,DF,27,1996,31.9,9,0,0,49,31,0,24,36,20,0,0,0,106,42,33,56.0,misc
ITA-Serie A,2023,Atalanta,Gianluca Scamacca,ITA,FW,24,1999,29,17,1453,16.1,12,6,18,12,0,0,1,0,6.5,6.5,3.9,10.5,22,41,167,0.74,0.37,1.11,0.74,1.11,0.4,0.24,0.65,0.4,0.65,standard,ITA,FW,24,1999,16.1,15,9,4,5,6,7,14,50.0,7,7,1,6,4,19,9,0,defense,ITA,FW,24,1999,16.1,293,434,67.5,5369,1076,137,202,67.8,99,136,72.8,42,52,80.8,6,3.9,1.5,2.1,33,30,14,1,41,passing,ITA,FW,24,1999,16.1,655,15,35,283,340,93,655,31,15,48.4,11,35.5,448,2109,629,22,21,5,72,48,565,167,possession,ITA,FW,24,1999,16.1,12,60,26,43.3,3.72,1.61,0.2,0.46,15.1,0,0,0,6.5,6.5,0.11,5.5,5.5,shooting,ITA,FW,24,1999,16.1,1,0,0,28,28,9,6,4,9,0,0,0,32,21,34,38.2,misc
ITA-Serie A,2023,Fiorentina,Gino Infantino,ARG,MF,20,2003,6,0,96,1.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.1,0,7,4,0.0,0.0,0.0,0.0,0.0,0.02,0.03,0.05,0.02,0.05,standard,ARG,MF,20,2003,1.1,1,1,0,1,0,0,1,0.0,1,4,0,4,3,4,1,0,defense,ARG,MF,20,2003,1.1,39,46,84.8,617,140,24,26,92.3,12,14,85.7,3,3,100.0,0,0.0,0.0,0.0,1,4,0,0,7,passing,ARG,MF,20,2003,1.1,59,0,5,39,15,1,59,3,3,100.0,0,0.0,41,138,49,0,1,0,1,4,46,4,possession,ARG,MF,20,2003,1.1,0,1,0,0.0,0.94,0.0,0.0,,29.3,0,0,0,0.0,0.0,0.02,0.0,0.0,shooting,ARG,MF,20,2003,1.1,1,0,0,4,2,0,0,3,1,0,0,0,2,1,5,16.7,misc
ITA-Serie A,2023,Frosinone,Giorgi Kvernadze,GEO,"FW,DF",20,2003,5,0,63,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,GEO,"FW,DF",20,2003,0.7,3,0,2,0,1,2,2,100.0,0,1,0,1,1,4,0,0,defense,GEO,"FW,DF",20,2003,0.7,31,36,86.1,498,57,17,18,94.4,10,11,90.9,3,4,75.0,0,0.0,0.0,0.0,0,1,0,0,1,passing,GEO,"FW,DF",20,2003,0.7,49,0,8,22,19,1,49,5,3,60.0,2,40.0,29,206,49,0,1,0,4,3,37,6,possession,GEO,"FW,DF",20,2003,0.7,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting,GEO,"FW,DF",20,2003,0.7,0,0,0,3,1,0,1,1,0,0,0,0,4,0,0,,misc
ITA-Serie A,2023,Genoa,Giorgio Cittadini,ITA,DF,21,2002,5,1,106,1.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,ITA,DF,21,2002,1.2,5,4,4,1,0,3,3,100.0,0,1,0,1,3,8,5,0,defense,ITA,DF,21,2002,1.2,19,31,61.3,392,117,6,11,54.5,9,14,64.3,4,5,80.0,0,0.0,0.0,0.0,0,2,0,0,1,passing,ITA,DF,21,2002,1.2,47,8,26,21,1,1,47,0,0,,0,,14,108,21,0,0,0,1,3,14,1,possession,ITA,DF,21,2002,1.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting,ITA,DF,21,2002,1.2,0,0,0,2,4,0,0,3,4,0,0,0,8,2,4,33.3,misc
