league,season,team,player,nation,pos,age,born,Playing Time MP,Playing Time Starts,Playing Time Min,Playing Time 90s,Performance Gls,Performance Ast,Performance G+A,Performance G-PK,Performance PK,Performance PKatt,Performance CrdY,Performance CrdR,Expected xG,Expected npxG,Expected xAG,Expected npxG+xAG,Progression PrgC,Progression PrgP,Progression PrgR,Per 90 Minutes Gls,Per 90 Minutes Ast,Per 90 Minutes G+A,Per 90 Minutes G-PK,Per 90 Minutes G+A-PK,Per 90 Minutes xG,Per 90 Minutes xAG,Per 90 Minutes xG+xAG,Per 90 Minutes npxG,Per 90 Minutes npxG+xAG,stat_type,nation_possession,pos_possession,age_possession,born_possession,90s,Touches Touches,Touches Def Pen,Touches Def 3rd,Touches Mid 3rd,Touches Att 3rd,Touches Att Pen,Touches Live,Take-Ons Att,Take-Ons Succ,Take-Ons Succ%,Take-Ons Tkld,Take-Ons Tkld%,Carries Carries,Carries TotDist,Carries PrgDist,Carries PrgC,Carries 1/3,Carries CPA,Carries Mis,Carries Dis,Receiving Rec,Receiving PrgR,stat_type_possession,nation_defense,pos_defense,age_defense,born_defense,90s_defense,Tackles Tkl,Tackles TklW,Tackles Def 3rd,Tackles Mid 3rd,Tackles Att 3rd,Challenges Tkl,Challenges Att,Challenges Tkl%,Challenges Lost,Blocks Blocks,Blocks Sh,Blocks Pass,Int,Tkl+Int,Clr,Err,stat_type_defense,nation_passing,pos_passing,age_passing,born_passing,90s_passing,Total Cmp,Total Att,Total Cmp%,Total TotDist,Total PrgDist,Short Cmp,Short Att,Short Cmp%,Medium Cmp,Medium Att,Medium Cmp%,Long Cmp,Long Att,Long Cmp%,Ast,xAG,Expected xA,Expected A-xAG,KP,1/3,PPA,CrsPA,PrgP,stat_type_passing,nation_misc,pos_misc,age_misc,born_misc,90s_misc,Performance CrdY_misc,Performance CrdR_misc,Performance 2CrdY,Performance Fls,Performance Fld,Performance Off,Performance Crs,Performance Int,Performance TklW,Performance PKwon,Performance PKcon,Performance OG,Performance Recov,Aerial Duels Won,Aerial Duels Lost,Aerial Duels Won%,stat_type_misc,nation_shooting,pos_shooting,age_shooting,born_shooting,90s_shooting,Standard Gls,Standard Sh,Standard SoT,Standard SoT%,Standard Sh/90,Standard SoT/90,Standard G/Sh,Standard G/SoT,Standard Dist,Standard FK,Standard PK,Standard PKatt,Expected xG_shooting,Expected npxG_shooting,Expected npxG/Sh,Expected G-xG,Expected np:G-xG,stat_type_shooting
ITA-Serie A,2021,Cagliari,Fabio Pisacane,ITA,DF,34,1986,5,2,228,2.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,ITA,DF,34,1986,2.5,121,18,64,48,10,0,121,0,0,,0,,71,293,137,1,3,0,0,1,77,0,possession,ITA,DF,34,1986,2.5,3,2,2,1,0,3,7,42.9,4,8,5,3,1,4,9,1,defense,ITA,DF,34,1986,2.5,82,97,84.5,1275,551,43,48,89.6,35,41,85.4,3,5,60.0,0,0.0,0.0,0.0,0,5,0,0,4,passing,ITA,DF,34,1986,2.5,1,0,0,2,0,0,2,1,2,0,0,0,10,3,1,75.0,misc,ITA,DF,34,1986,2.5,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting
ITA-Serie A,2021,Sampdoria,Fabio Quagliarella,ITA,FW,37,1983,33,25,2204,24.5,13,1,14,11,2,3,1,0,11.8,9.4,1.4,10.9,20,46,157,0.53,0.04,0.57,0.45,0.49,0.48,0.06,0.54,0.38,0.44,standard,ITA,FW,37,1983,24.5,762,13,69,345,356,104,759,28,17,60.7,11,39.3,404,1701,639,20,13,9,60,34,561,157,possession,ITA,FW,37,1983,24.5,12,8,4,4,4,2,19,10.5,17,14,1,13,7,19,10,0,defense,ITA,FW,37,1983,24.5,362,526,68.8,5487,1166,194,253,76.7,110,152,72.4,27,49,55.1,1,1.4,1.1,-0.4,19,35,10,2,46,passing,ITA,FW,37,1983,24.5,1,0,0,27,35,18,20,7,8,1,0,0,69,34,50,40.5,misc,ITA,FW,37,1983,24.5,13,79,25,31.6,3.23,1.02,0.14,0.44,17.7,4,2,3,11.8,9.4,0.12,1.2,1.6,shooting
ITA-Serie A,2021,Napoli,Fabián Ruiz Peña,ESP,MF,24,1996,33,29,2569,28.5,3,1,4,3,0,0,1,0,2.0,2.0,2.0,4.0,61,226,80,0.11,0.04,0.14,0.11,0.14,0.07,0.07,0.14,0.07,0.14,standard,ESP,MF,24,1996,28.5,2380,73,457,1378,569,39,2380,34,28,82.4,6,17.6,1520,7477,3871,61,55,6,23,20,1869,80,possession,ESP,MF,24,1996,28.5,58,31,26,21,11,25,70,35.7,45,33,3,30,36,94,32,1,defense,ESP,MF,24,1996,28.5,1884,2110,89.3,32946,8928,924,989,93.4,656,706,92.9,244,298,81.9,1,2.0,3.3,-1.0,40,206,39,2,226,passing,ESP,MF,24,1996,28.5,1,0,0,11,26,1,23,36,31,0,1,0,186,15,7,68.2,misc,ESP,MF,24,1996,28.5,3,43,15,34.9,1.51,0.53,0.07,0.2,22.5,1,0,0,2.0,2.0,0.05,1.0,1.0,shooting
ITA-Serie A,2021,Cagliari,Fabrizio Caligara,ITA,"MF,FW",20,2000,10,2,183,2.0,0,0,0,0,0,0,2,0,0.0,0.0,0.3,0.3,1,3,2,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.13,0.0,0.13,standard,ITA,"MF,FW",20,2000,2.0,87,7,25,35,27,1,87,3,1,33.3,2,66.7,42,214,63,1,2,0,5,3,51,2,possession,ITA,"MF,FW",20,2000,2.0,6,4,2,2,2,6,9,66.7,3,9,2,7,3,9,3,0,defense,ITA,"MF,FW",20,2000,2.0,43,58,74.1,765,234,21,25,84.0,15,19,78.9,6,10,60.0,0,0.3,0.2,-0.3,2,2,1,0,3,passing,ITA,"MF,FW",20,2000,2.0,2,0,0,10,2,0,6,3,4,0,1,0,9,2,0,100.0,misc,ITA,"MF,FW",20,2000,2.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting
ITA-Serie A,2021,Napoli,Faouzi Ghoulam,ALG,"DF,FW",29,1991,11,3,289,3.2,0,0,0,0,0,0,1,0,0.1,0.1,0.5,0.6,3,11,23,0.0,0.0,0.0,0.0,0.0,0.04,0.15,0.19,0.04,0.19,standard,ALG,"DF,FW",29,1991,3.2,279,5,52,138,92,2,279,0,0,,0,,143,570,297,3,11,1,3,3,194,23,possession,ALG,"DF,FW",29,1991,3.2,6,5,3,2,1,0,1,0.0,1,4,2,2,3,9,1,0,defense,ALG,"DF,FW",29,1991,3.2,206,258,79.8,3121,1114,113,125,90.4,75,92,81.5,11,25,44.0,0,0.5,0.5,-0.5,7,7,7,5,11,passing,ALG,"DF,FW",29,1991,3.2,1,0,0,2,7,1,29,3,5,0,0,0,17,7,1,87.5,misc,ALG,"DF,FW",29,1991,3.2,0,3,0,0.0,0.93,0.0,0.0,,25.8,2,0,0,0.1,0.1,0.04,-0.1,-0.1,shooting
ITA-Serie A,2021,Benevento,Federico Barba,ITA,DF,26,1993,32,31,2659,29.5,0,2,2,0,0,0,8,0,0.8,0.8,1.4,2.2,23,80,26,0.0,0.07,0.07,0.0,0.07,0.03,0.05,0.08,0.03,0.08,standard,ITA,DF,26,1993,29.5,1672,154,817,669,201,25,1672,8,5,62.5,3,37.5,760,3883,2099,23,22,1,14,6,891,26,possession,ITA,DF,26,1993,29.5,31,16,22,8,1,21,35,60.0,14,39,18,21,48,79,94,4,defense,ITA,DF,26,1993,29.5,1095,1396,78.4,19174,7531,465,527,88.2,496,606,81.8,101,198,51.0,2,1.4,1.3,0.6,13,56,14,4,80,passing,ITA,DF,26,1993,29.5,8,0,0,27,10,1,38,48,16,0,0,1,116,22,30,42.3,misc,ITA,DF,26,1993,29.5,0,13,3,23.1,0.44,0.1,0.0,0.0,14.4,0,0,0,0.8,0.8,0.06,-0.8,-0.8,shooting
ITA-Serie A,2021,Juventus,Federico Bernardeschi,ITA,"MF,DF",26,1994,27,8,972,10.8,0,2,2,0,0,0,3,0,1.3,1.3,2.8,4.1,37,39,85,0.0,0.19,0.19,0.0,0.19,0.12,0.26,0.38,0.12,0.38,standard,ITA,"MF,DF",26,1994,10.8,707,23,139,277,297,29,707,32,22,68.8,10,31.3,416,2620,1257,37,26,5,27,12,481,85,possession,ITA,"MF,DF",26,1994,10.8,9,4,3,5,1,4,20,20.0,16,6,2,4,14,23,7,1,defense,ITA,"MF,DF",26,1994,10.8,447,585,76.4,7655,2210,222,251,88.4,152,192,79.2,55,92,59.8,2,2.8,2.2,-0.8,25,31,14,5,39,passing,ITA,"MF,DF",26,1994,10.8,3,0,0,13,17,2,85,14,4,0,0,0,64,6,7,46.2,misc,ITA,"MF,DF",26,1994,10.8,0,13,6,46.2,1.2,0.56,0.0,0.0,18.3,0,0,0,1.3,1.3,0.1,-1.3,-1.3,shooting
ITA-Serie A,2021,Sampdoria,Federico Bonazzoli,ITA,FW,23,1997,2,2,131,1.5,0,1,1,0,0,0,0,0,0.2,0.2,0.5,0.8,5,3,7,0.0,0.69,0.69,0.0,0.69,0.14,0.37,0.52,0.14,0.52,standard,ITA,FW,23,1997,1.5,35,0,4,14,19,6,35,2,2,100.0,0,0.0,19,156,103,5,3,1,3,3,26,7,possession,ITA,FW,23,1997,1.5,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,defense,ITA,FW,23,1997,1.5,19,27,70.4,310,62,7,10,70.0,9,13,69.2,2,2,100.0,1,0.5,0.5,0.5,2,4,1,0,3,passing,ITA,FW,23,1997,1.5,0,0,0,3,2,0,1,0,0,0,0,0,6,0,1,0.0,misc,ITA,FW,23,1997,1.5,0,4,0,0.0,2.75,0.0,0.0,,20.7,0,0,0,0.2,0.2,0.05,-0.2,-0.2,shooting
ITA-Serie A,2021,Torino,Federico Bonazzoli,ITA,FW,23,1997,20,4,564,6.3,2,2,4,2,0,0,2,0,1.3,1.3,0.7,2.1,7,15,36,0.32,0.32,0.64,0.32,0.64,0.21,0.12,0.33,0.21,0.33,standard,ITA,FW,23,1997,6.3,223,3,15,113,100,25,223,15,8,53.3,7,46.7,130,728,223,7,9,3,15,8,160,36,possession,ITA,FW,23,1997,6.3,6,4,0,4,2,2,13,15.4,11,3,0,3,2,8,3,0,defense,ITA,FW,23,1997,6.3,129,155,83.2,2281,245,69,81,85.2,40,46,87.0,17,19,89.5,2,0.7,0.7,1.3,4,9,3,0,15,passing,ITA,FW,23,1997,6.3,2,0,0,11,19,4,1,2,4,0,0,0,21,4,9,30.8,misc,ITA,FW,23,1997,6.3,2,21,5,23.8,3.35,0.8,0.1,0.4,17.3,0,0,0,1.3,1.3,0.06,0.7,0.7,shooting
ITA-Serie A,2021,Fiorentina,Federico Ceccherini,ITA,DF,28,1992,3,3,270,3.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,ITA,DF,28,1992,3.0,153,23,96,58,1,1,153,0,0,,0,,82,429,198,0,0,0,2,0,82,0,possession,ITA,DF,28,1992,3.0,4,1,1,3,0,1,1,100.0,0,6,5,1,7,11,15,0,defense,ITA,DF,28,1992,3.0,99,115,86.1,1960,772,36,38,94.7,48,52,92.3,15,24,62.5,0,0.0,0.0,0.0,0,6,0,0,4,passing,ITA,DF,28,1992,3.0,2,0,0,5,3,0,0,7,1,0,1,1,12,4,4,50.0,misc,ITA,DF,28,1992,3.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting
ITA-Serie A,2021,Hellas Verona,Federico Ceccherini,ITA,DF,28,1992,25,23,1738,19.3,0,0,0,0,0,0,8,0,1.3,1.3,0.6,1.9,17,69,27,0.0,0.0,0.0,0.0,0.0,0.07,0.03,0.1,0.07,0.1,standard,ITA,DF,28,1992,19.3,1110,91,455,563,97,25,1110,15,11,73.3,4,26.7,585,2529,1360,17,16,1,15,6,648,27,possession,ITA,DF,28,1992,19.3,16,12,10,6,0,2,7,28.6,5,15,8,7,40,56,60,0,defense,ITA,DF,28,1992,19.3,733,915,80.1,12780,4479,312,363,86.0,328,390,84.1,65,111,58.6,0,0.6,0.3,-0.6,5,63,3,0,69,passing,ITA,DF,28,1992,19.3,8,0,0,47,33,1,6,40,12,0,0,0,92,72,42,63.2,misc,ITA,DF,28,1992,19.3,0,12,0,0.0,0.62,0.0,0.0,,9.5,0,0,0,1.3,1.3,0.11,-1.3,-1.3,shooting
ITA-Serie A,2021,Fiorentina,Federico Chiesa,ITA,DF,22,1997,3,3,240,2.7,1,1,2,1,0,0,0,0,0.8,0.8,0.7,1.5,13,8,16,0.37,0.37,0.75,0.37,0.75,0.31,0.26,0.57,0.31,0.57,standard,ITA,DF,22,1997,2.7,158,6,41,41,79,22,158,13,6,46.2,7,53.8,100,591,351,13,5,10,5,5,104,16,possession,ITA,DF,22,1997,2.7,6,2,2,2,2,3,8,37.5,5,3,1,2,1,7,3,0,defense,ITA,DF,22,1997,2.7,90,116,77.6,1603,447,48,56,85.7,29,36,80.6,11,17,64.7,1,0.7,0.3,0.3,5,5,4,2,8,passing,ITA,DF,22,1997,2.7,0,0,0,2,3,2,11,1,2,0,0,0,10,1,1,50.0,misc,ITA,DF,22,1997,2.7,1,10,1,10.0,3.75,0.37,0.1,1.0,18.3,0,0,0,0.8,0.8,0.08,0.2,0.2,shooting
ITA-Serie A,2021,Juventus,Federico Chiesa,ITA,"MF,DF",22,1997,30,28,2210,24.6,8,8,16,8,0,0,3,1,6.1,6.1,7.8,13.9,92,79,179,0.33,0.33,0.65,0.33,0.65,0.25,0.32,0.57,0.25,0.57,standard,ITA,"MF,DF",22,1997,24.6,1085,20,146,419,542,109,1085,84,48,57.1,36,42.9,642,4728,2847,92,48,40,40,23,752,179,possession,ITA,"MF,DF",22,1997,24.6,47,26,21,14,12,19,50,38.0,31,23,1,22,12,59,16,0,defense,ITA,"MF,DF",22,1997,24.6,605,798,75.8,9899,2894,305,363,84.0,224,279,80.3,55,88,62.5,8,7.8,4.0,0.2,45,51,40,14,79,passing,ITA,"MF,DF",22,1997,24.6,3,1,0,30,36,11,70,12,26,2,0,0,104,6,28,17.6,misc,ITA,"MF,DF",22,1997,24.6,8,60,25,41.7,2.44,1.02,0.13,0.32,17.9,0,0,0,6.1,6.1,0.11,1.9,1.9,shooting
ITA-Serie A,2021,Hellas Verona,Federico Dimarco,ITA,DF,22,1997,35,29,2613,29.0,5,3,8,5,0,0,6,0,2.8,2.8,7.8,10.6,61,172,138,0.17,0.1,0.28,0.17,0.28,0.1,0.28,0.38,0.1,0.38,standard,ITA,DF,22,1997,29.0,2068,93,543,902,666,59,2068,19,10,52.6,9,47.4,1066,5502,3489,61,44,7,26,9,1232,138,possession,ITA,DF,22,1997,29.0,32,19,23,7,2,13,28,46.4,15,18,9,9,47,79,50,1,defense,ITA,DF,22,1997,29.0,1298,1859,69.8,23419,9704,600,675,88.9,507,659,76.9,164,423,38.8,3,7.8,6.3,-4.8,72,135,32,16,172,passing,ITA,DF,22,1997,29.0,6,0,0,32,50,6,262,47,19,0,1,0,192,15,27,35.7,misc,ITA,DF,22,1997,29.0,5,38,12,31.6,1.31,0.41,0.13,0.42,21.0,6,0,0,2.8,2.8,0.08,2.2,2.2,shooting
ITA-Serie A,2021,Roma,Federico Fazio,ARG,DF,33,1987,6,5,406,4.5,1,0,1,1,0,0,2,0,0.2,0.2,0.1,0.2,4,20,2,0.22,0.0,0.22,0.22,0.22,0.04,0.02,0.05,0.04,0.05,standard,ARG,DF,33,1987,4.5,361,40,136,197,32,6,361,3,3,100.0,0,0.0,191,1087,751,4,9,0,2,1,252,2,possession,ARG,DF,33,1987,4.5,3,2,3,0,0,3,4,75.0,1,3,3,0,7,10,18,1,defense,ARG,DF,33,1987,4.5,272,317,85.8,4679,1442,129,139,92.8,122,134,91.0,18,35,51.4,0,0.1,0.1,-0.1,1,22,1,0,20,passing,ARG,DF,33,1987,4.5,2,0,0,6,3,0,4,7,2,0,1,0,20,17,12,58.6,misc,ARG,DF,33,1987,4.5,1,3,2,66.7,0.67,0.44,0.33,0.5,11.4,0,0,0,0.2,0.2,0.05,0.8,0.8,shooting
ITA-Serie A,2021,Genoa,Federico Marchetti,ITA,GK,37,1983,4,4,334,3.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,ITA,GK,37,1983,3.7,143,129,142,1,0,0,143,0,0,,0,,79,272,170,0,0,0,0,0,75,0,possession,ITA,GK,37,1983,3.7,1,0,1,0,0,1,1,100.0,0,0,0,0,0,1,2,1,defense,ITA,GK,37,1983,3.7,114,137,83.2,2393,1560,48,48,100.0,45,46,97.8,21,43,48.8,0,0.0,0.0,0.0,0,0,0,0,0,passing,ITA,GK,37,1983,3.7,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,0.0,misc,ITA,GK,37,1983,3.7,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting
ITA-Serie A,2021,Spezia,Federico Mattiello,ITA,DF,25,1995,1,0,36,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,ITA,DF,25,1995,0.4,41,0,11,22,9,0,41,1,1,100.0,0,0.0,20,141,84,1,0,0,0,0,27,0,possession,ITA,DF,25,1995,0.4,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,defense,ITA,DF,25,1995,0.4,27,41,65.9,485,238,13,16,81.3,8,11,72.7,5,11,45.5,0,0.0,0.0,0.0,0,3,0,0,2,passing,ITA,DF,25,1995,0.4,0,0,0,0,1,0,2,0,0,0,0,0,4,1,3,25.0,misc,ITA,DF,25,1995,0.4,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting
ITA-Serie A,2021,Sassuolo,Federico Peluso,ITA,DF,36,1984,7,2,207,2.3,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,2,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,ITA,DF,36,1984,2.3,182,23,94,84,4,0,182,0,0,,0,,117,602,333,2,4,0,0,2,136,0,possession,ITA,DF,36,1984,2.3,1,1,1,0,0,1,2,50.0,1,2,2,0,3,4,12,0,defense,ITA,DF,36,1984,2.3,151,166,91.0,2479,931,65,68,95.6,72,78,92.3,10,13,76.9,0,0.0,0.0,0.0,0,7,1,0,7,passing,ITA,DF,36,1984,2.3,1,0,0,2,1,0,0,3,1,0,0,0,10,2,2,50.0,misc,ITA,DF,36,1984,2.3,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting
ITA-Serie A,2021,Bologna,Federico Ravaglia,ITA,GK,20,1999,4,4,360,4.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,ITA,GK,20,1999,4.0,147,123,147,0,0,0,147,0,0,,0,,91,451,344,0,0,0,0,0,78,0,possession,ITA,GK,20,1999,4.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,2,0,defense,ITA,GK,20,1999,4.0,116,137,84.7,2396,1828,36,36,100.0,55,56,98.2,20,40,50.0,0,0.0,0.0,0.0,0,0,0,0,0,passing,ITA,GK,20,1999,4.0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,,misc,ITA,GK,20,1999,4.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting
ITA-Serie A,2021,Sassuolo,Federico Ricci,ITA,FW,26,1994,1,0,4,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,ITA,FW,26,1994,0.0,5,0,0,3,2,0,5,1,1,100.0,0,0.0,3,17,6,0,0,0,1,0,5,0,possession,ITA,FW,26,1994,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,defense,ITA,FW,26,1994,0.0,4,4,100.0,63,8,2,2,100.0,2,2,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,passing,ITA,FW,26,1994,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,misc,ITA,FW,26,1994,0.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting
ITA-Serie A,2021,Bologna,Federico Santander,PAR,FW,29,1991,4,0,37,0.4,0,1,1,0,0,0,0,0,0.2,0.2,0.4,0.7,0,1,5,0.0,2.43,2.43,0.0,2.43,0.56,1.0,1.56,0.56,1.56,standard,PAR,FW,29,1991,0.4,25,0,0,7,18,11,25,0,0,,0,,15,42,10,0,0,0,1,2,21,5,possession,PAR,FW,29,1991,0.4,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,defense,PAR,FW,29,1991,0.4,13,19,68.4,162,40,8,11,72.7,4,5,80.0,0,0,,1,0.4,0.3,0.6,1,2,0,0,1,passing,PAR,FW,29,1991,0.4,0,0,0,2,2,0,0,0,0,0,0,0,1,4,3,57.1,misc,PAR,FW,29,1991,0.4,0,4,0,0.0,9.73,0.0,0.0,,17.2,0,0,0,0.2,0.2,0.06,-0.2,-0.2,shooting
ITA-Serie A,2021,Lazio,Felipe Caicedo,ECU,FW,31,1988,25,9,929,10.3,8,0,8,7,1,1,5,0,5.5,4.7,0.7,5.3,6,18,57,0.78,0.0,0.78,0.68,0.68,0.53,0.07,0.59,0.45,0.52,standard,ECU,FW,31,1988,10.3,376,5,25,185,171,50,375,19,9,47.4,10,52.6,206,794,346,6,7,2,27,6,298,57,possession,ECU,FW,31,1988,10.3,10,7,4,4,2,1,8,12.5,7,7,0,7,4,14,2,0,defense,ECU,FW,31,1988,10.3,185,261,70.9,2235,479,128,160,80.0,33,53,62.3,7,9,77.8,0,0.7,0.4,-0.7,12,19,2,0,18,passing,ECU,FW,31,1988,10.3,5,0,0,25,17,8,0,4,7,0,0,0,24,26,24,52.0,misc,ECU,FW,31,1988,10.3,8,30,11,36.7,2.91,1.07,0.23,0.64,12.9,0,1,1,5.5,4.7,0.16,2.5,2.3,shooting
ITA-Serie A,2021,Udinese,Fernando Forestieri,ITA,"FW,MF",30,1990,19,3,552,6.1,1,1,2,1,0,0,1,0,1.5,1.5,1.3,2.9,8,20,47,0.16,0.16,0.33,0.16,0.33,0.25,0.22,0.47,0.25,0.47,standard,ITA,"FW,MF",30,1990,6.1,259,0,18,109,133,25,259,20,10,50.0,10,50.0,173,786,308,8,8,1,15,7,192,47,possession,ITA,"FW,MF",30,1990,6.1,9,7,4,4,1,3,7,42.9,4,7,0,7,2,11,0,0,defense,ITA,"FW,MF",30,1990,6.1,150,194,77.3,1888,411,104,117,88.9,31,41,75.6,5,11,45.5,1,1.3,0.8,-0.3,8,8,9,2,20,passing,ITA,"FW,MF",30,1990,6.1,1,0,0,12,22,5,10,2,7,0,0,0,24,4,12,25.0,misc,ITA,"FW,MF",30,1990,6.1,1,11,3,27.3,1.79,0.49,0.09,0.33,17.7,0,0,0,1.5,1.5,0.14,-0.5,-0.5,shooting
ITA-Serie A,2021,Napoli,Fernando Llorente,ESP,"FW,MF",35,1985,3,0,52,0.6,0,0,0,0,0,0,0,0,0.2,0.2,0.1,0.3,0,0,14,0.0,0.0,0.0,0.0,0.0,0.31,0.15,0.47,0.31,0.47,standard,ESP,"FW,MF",35,1985,0.6,32,0,2,8,22,11,32,1,0,0.0,1,100.0,18,68,16,0,0,0,4,2,27,14,possession,ESP,"FW,MF",35,1985,0.6,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,defense,ESP,"FW,MF",35,1985,0.6,13,22,59.1,163,29,9,16,56.3,2,3,66.7,1,1,100.0,0,0.1,0.4,-0.1,1,0,0,0,0,passing,ESP,"FW,MF",35,1985,0.6,0,0,0,3,1,0,0,0,0,0,0,0,2,5,1,83.3,misc,ESP,"FW,MF",35,1985,0.6,0,2,0,0.0,3.46,0.0,0.0,,8.7,0,0,0,0.2,0.2,0.09,-0.2,-0.2,shooting
ITA-Serie A,2021,Udinese,Fernando Llorente,ESP,FW,35,1985,14,8,713,7.9,1,0,1,1,0,0,2,0,1.8,1.8,0.5,2.3,1,11,38,0.13,0.0,0.13,0.13,0.13,0.23,0.07,0.3,0.23,0.3,standard,ESP,FW,35,1985,7.9,311,19,41,171,101,33,311,4,3,75.0,1,25.0,133,367,67,1,5,0,28,7,223,38,possession,ESP,FW,35,1985,7.9,4,1,2,2,0,2,5,40.0,3,3,0,3,2,6,17,0,defense,ESP,FW,35,1985,7.9,158,222,71.2,1811,316,109,143,76.2,28,45,62.2,4,7,57.1,0,0.5,0.4,-0.5,11,10,0,0,11,passing,ESP,FW,35,1985,7.9,2,0,0,21,11,3,0,2,1,0,0,0,21,54,32,62.8,misc,ESP,FW,35,1985,7.9,1,11,5,45.5,1.39,0.63,0.09,0.2,9.7,0,0,0,1.8,1.8,0.17,-0.8,-0.8,shooting
ITA-Serie A,2021,Milan,Fikayo Tomori,ENG,DF,22,1997,17,16,1466,16.3,1,0,1,1,0,0,0,0,0.8,0.8,0.0,0.8,4,41,2,0.06,0.0,0.06,0.06,0.06,0.05,0.0,0.05,0.05,0.05,standard,ENG,DF,22,1997,16.3,1082,139,595,462,35,9,1082,4,4,100.0,0,0.0,605,2814,1395,4,7,0,8,2,699,2,possession,ENG,DF,22,1997,16.3,28,18,17,9,2,8,14,57.1,6,32,20,12,18,46,61,1,defense,ENG,DF,22,1997,16.3,810,918,88.2,15148,5662,290,315,92.1,425,452,94.0,80,120,66.7,0,0.0,0.1,0.0,0,32,0,0,41,passing,ENG,DF,22,1997,16.3,0,0,0,14,1,0,1,18,18,0,0,0,99,30,26,53.6,misc,ENG,DF,22,1997,16.3,1,5,4,80.0,0.31,0.25,0.2,0.25,9.6,0,0,0,0.8,0.8,0.15,0.2,0.2,shooting
ITA-Serie A,2021,Sassuolo,Filip Đuričić,SRB,"MF,FW",28,1992,32,27,2079,23.1,5,4,9,4,1,1,5,0,6.2,5.4,5.8,11.2,87,96,163,0.22,0.17,0.39,0.17,0.35,0.27,0.25,0.52,0.23,0.48,standard,SRB,"MF,FW",28,1992,23.1,1171,14,106,485,597,94,1170,58,36,62.1,22,37.9,688,4223,2337,87,66,18,53,47,929,163,possession,SRB,"MF,FW",28,1992,23.1,32,23,6,16,10,12,30,40.0,18,20,2,18,9,41,12,0,defense,SRB,"MF,FW",28,1992,23.1,701,901,77.8,9567,2200,417,487,85.6,213,249,85.5,28,39,71.8,4,5.8,3.5,-1.8,55,46,35,2,96,passing,SRB,"MF,FW",28,1992,23.1,5,0,0,52,39,5,12,9,23,0,0,0,90,13,35,27.1,misc,SRB,"MF,FW",28,1992,23.1,5,54,13,24.1,2.34,0.56,0.07,0.31,17.8,0,1,1,6.2,5.4,0.1,-1.2,-1.4,shooting
